GKZ	Gebiet	Wahlberechtigte	StimmenAbgegeben	StimmenGueltig	StimmenUngueltig	SPÖ	ÖVP	FPÖ	BZÖ	GRÜNE	FRANK	NEOS	KPÖ	PIRAT	CPÖ	WANDL	M	EUAUS	SLP
20625	Oberdrauburg	1006	630	617	13	189	153	89	56	58	57	9	3	3	0	0	0	0	0
20627	Obervellach	1893	1160	1144	16	286	211	243	159	78	119	36	5	7	0	0	0	0	0
20630	Radenthein	5095	3311	3222	89	1028	321	681	348	329	320	137	21	37	0	0	0	0	0
20631	Rangersdorf	1385	812	801	11	217	150	227	91	42	62	10	1	1	0	0	0	0	0
20632	Rennweg am Katschberg	1517	1114	1084	30	299	307	205	86	81	59	43	3	1	0	0	0	0	0
20633	Sachsenburg	1048	682	671	11	198	85	180	60	35	64	40	3	6	0	0	0	0	0
20634	Seeboden am Millstätter See	5080	3169	3099	70	666	501	659	350	361	276	251	13	22	0	0	0	0	0
20635	Spittal an der Drau	12068	7633	7502	131	2325	870	1380	669	772	882	516	38	50	0	0	0	0	0
20636	Stall	1365	907	896	11	233	131	210	233	24	51	12	2	0	0	0	0	0	0
20637	Steinfeld	1703	1175	1150	25	423	183	268	86	79	63	41	6	1	0	0	0	0	0
20638	Trebesing	1014	681	671	10	168	178	143	63	44	38	31	3	3	0	0	0	0	0
20639	Weißensee	631	436	429	7	69	144	57	35	51	36	32	4	1	0	0	0	0	0
20640	Winklern	987	590	583	7	169	88	141	70	46	41	26	0	2	0	0	0	0	0
20642	Krems in Kärnten	1528	897	875	22	203	201	202	120	44	75	26	1	3	0	0	0	0	0
20643	Lurnfeld	2116	1330	1308	22	402	192	243	158	131	89	87	4	2	0	0	0	0	0
20644	Reißeck	1843	1255	1231	24	487	160	190	150	85	87	65	3	4	0	0	0	0	0
20699	Wahlkarten - Spittal an der Drau	0	5107	5057	50	1478	978	697	426	779	346	291	28	34	0	0	0	0	0
20700	Villach Land	52077	38607	37919	688	13426	4682	7279	3717	4120	2838	1366	233	258	0	0	0	0	0
20701	Afritz am See	1226	850	842	8	291	84	220	84	79	52	22	5	5	0	0	0	0	0
20702	Arnoldstein	5340	3506	3439	67	1468	338	653	324	291	218	93	29	25	0	0	0	0	0
20703	Arriach	1181	746	726	20	184	113	213	73	67	53	20	1	2	0	0	0	0	0
20705	Bad Bleiberg	1982	1305	1276	29	593	83	211	179	84	78	27	11	10	0	0	0	0	0
20707	Feistritz an der Gail	527	376	369	7	119	102	61	28	28	18	7	4	2	0	0	0	0	0
20708	Feld am See	957	650	633	17	165	67	177	82	68	46	20	5	3	0	0	0	0	0
20710	Ferndorf	1850	1270	1243	27	483	109	322	87	89	86	44	16	7	0	0	0	0	0
20711	Finkenstein am Faaker See	6867	4476	4386	90	1540	578	763	442	526	310	175	27	25	0	0	0	0	0
20712	Fresach	1086	776	760	16	243	86	227	75	60	43	20	3	3	0	0	0	0	0
20713	Hohenthurn	651	462	455	7	137	117	71	45	36	26	19	2	2	0	0	0	0	0
20719	Nötsch im Gailtal	1853	1287	1266	21	511	185	244	72	129	86	29	3	7	0	0	0	0	0
20720	Paternion	4815	3329	3266	63	1087	363	675	311	317	304	162	23	24	0	0	0	0	0
20721	Rosegg	1490	967	942	25	276	123	183	119	114	80	33	3	11	0	0	0	0	0
20722	St. Jakob im Rosental	3524	2352	2305	47	1032	205	342	184	275	170	62	16	19	0	0	0	0	0
20723	Stockenboi	1365	982	961	21	288	154	235	71	69	92	38	4	10	0	0	0	0	0
20724	Treffen am Ossiacher See	3568	2243	2208	35	633	303	457	239	263	159	126	16	12	0	0	0	0	0
20725	Velden am Wörther See	7007	4329	4259	70	1231	590	767	529	530	364	196	22	30	0	0	0	0	0
20726	Weißenstein	2512	1801	1762	39	708	189	355	154	150	132	57	7	10	0	0	0	0	0
20727	Wernberg	4276	2835	2796	39	976	302	572	284	306	232	91	11	22	0	0	0	0	0
20799	Wahlkarten - Villach Land	0	4065	4025	40	1461	591	531	335	639	289	125	25	29	0	0	0	0	0
20800	Völkermarkt	33936	24933	24286	647	8842	4072	3726	2409	2644	1652	625	170	146	0	0	0	0	0
20801	Bleiburg	3093	2035	1987	48	704	362	315	198	213	123	46	19	7	0	0	0	0	0
20802	Diex	660	476	463	13	138	148	59	65	25	24	3	0	1	0	0	0	0	0
20803	Eberndorf	4792	3178	3104	74	1308	416	478	323	280	206	61	16	16	0	0	0	0	0
20804	Eisenkappel-Vellach	1937	1373	1327	46	642	182	142	80	148	67	38	19	9	0	0	0	0	0
20805	Feistritz ob Bleiburg	1674	1168	1139	29	468	127	146	88	183	77	31	13	6	0	0	0	0	0
20806	Gallizien	1469	1036	1014	22	345	163	179	117	106	62	31	5	6	0	0	0	0	0
20807	Globasnitz	1332	899	875	24	317	106	108	50	193	68	17	8	8	0	0	0	0	0
20808	Griffen	2821	1927	1870	57	522	449	358	224	124	127	44	12	10	0	0	0	0	0
20810	Neuhaus	906	569	557	12	173	109	97	80	39	41	8	9	1	0	0	0	0	0
20812	Ruden	1266	848	826	22	324	150	147	85	40	54	16	7	3	0	0	0	0	0
20813	St. Kanzian am Klopeiner See	3403	2327	2273	54	727	390	342	235	267	187	85	19	21	0	0	0	0	0
20815	Sittersdorf	1726	1142	1117	25	415	172	181	96	117	82	36	6	12	0	0	0	0	0
20817	Völkermarkt	8857	5908	5755	153	2104	886	968	638	540	426	134	27	32	0	0	0	0	0
20899	Wahlkarten - Völkermarkt	0	2047	1979	68	655	412	206	130	369	108	75	10	14	0	0	0	0	0
20900	Wolfsberg	44129	32063	31383	680	11086	4678	6895	3199	2305	2214	665	156	185	0	0	0	0	0
20901	Bad St. Leonhard im Lavanttal	3664	2557	2505	52	842	501	592	229	167	114	42	10	8	0	0	0	0	0
20905	Frantschach-St. Gertraud	2211	1523	1506	17	534	297	332	137	71	91	27	6	11	0	0	0	0	0
20909	Lavamünd	2571	1704	1672	32	674	255	360	162	70	118	15	11	7	0	0	0	0	0
20911	Preitenegg	846	597	583	14	146	155	135	71	22	37	14	2	1	0	0	0	0	0
20912	Reichenfels	1543	1055	1027	28	309	222	228	128	61	55	18	2	4	0	0	0	0	0
20913	St. Andrä	8451	5479	5343	136	1918	690	1277	580	294	432	95	29	28	0	0	0	0	0
20914	St. Georgen im Lavanttal	1658	1101	1070	31	387	133	273	86	59	113	11	4	4	0	0	0	0	0
20918	St. Paul im Lavanttal	2817	1919	1873	46	599	274	460	226	125	141	31	7	10	0	0	0	0	0
20923	Wolfsberg	20368	13570	13293	277	4820	1700	2896	1372	1082	929	342	63	89	0	0	0	0	0
20999	Wahlkarten - Wolfsberg	0	2558	2511	47	857	451	342	208	354	184	70	22	23	0	0	0	0	0
21000	Feldkirchen	24485	17065	16728	337	4913	2453	3530	2053	1685	1366	567	68	93	0	0	0	0	0
21001	Albeck	851	516	494	22	104	109	139	60	25	48	7	1	1	0	0	0	0	0
21002	Feldkirchen in Kärnten	11652	7067	6941	126	2085	870	1458	913	696	603	243	29	44	0	0	0	0	0
21003	Glanegg	1567	1038	1024	14	460	123	201	86	82	40	24	2	6	0	0	0	0	0
21004	Gnesau	874	589	569	20	137	104	133	66	50	55	20	1	3	0	0	0	0	0
21005	Himmelberg	1911	1252	1215	37	297	209	285	194	95	92	32	4	7	0	0	0	0	0
21006	Ossiach	600	382	372	10	69	66	74	50	40	40	25	2	6	0	0	0	0	0
21007	Reichenau	1542	1002	976	26	338	146	205	97	47	99	40	3	1	0	0	0	0	0
21008	St. Urban	1165	711	704	7	192	109	203	79	55	48	13	4	1	0	0	0	0	0
21009	Steindorf am Ossiacher See	2989	1846	1819	27	515	242	372	207	195	181	88	8	11	0	0	0	0	0
21010	Steuerberg	1334	804	778	26	218	120	193	119	54	49	24	1	0	0	0	0	0	0
21099	Wahlkarten - Feldkirchen	0	1858	1836	22	498	355	267	182	346	111	51	13	13	0	0	0	0	0
2A000	Klagenfurt	121041	86457	84980	1477	26067	12370	13009	9097	13997	5300	3781	701	658	0	0	0	0	0
2A099	Wahlkarten - Klagenfurt	0	316	307	9	50	47	34	26	85	13	40	8	4	0	0	0	0	0
2B000	Villach	97092	70151	68940	1211	24406	8052	12659	6565	8479	5118	2688	451	522	0	0	0	0	0
2B099	Wahlkarten - Villach	0	253	253	0	48	30	31	30	70	10	26	5	3	0	0	0	0	0
2C000	Kärnten West	102561	75158	73701	1457	21553	13629	14033	7750	7144	5786	3101	306	399	0	0	0	0	0
2C099	Wahlkarten - Kärnten West	0	276	273	3	43	56	27	19	73	13	32	5	5	0	0	0	0	0
2D000	Kärnten Ost	123892	90518	88385	2133	30252	14089	16812	10717	7684	5678	2141	517	495	0	0	0	0	0
2D099	Wahlkarten - Kärnten Ost	0	246	244	2	58	33	26	30	57	10	26	4	0	0	0	0	0	0
30000	Niederösterreich	1278675	1036180	1013998	22182	279988	310345	190601	27019	97487	48105	45285	7757	7411	0	0	0	0	0
30099	Wahlkarten - N, ungültig nicht zuordenbar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30100	Krems an der Donau (Stadt)	18604	14147	13886	261	4197	3504	2629	366	1648	559	668	225	90	0	0	0	0	0
30101	Krems an der Donau	18604	12721	12480	241	3852	3057	2461	341	1393	500	584	208	84	0	0	0	0	0
30199	Wahlkarten - Krems an der Donau (Stadt)	0	1426	1406	20	345	447	168	25	255	59	84	17	6	0	0	0	0	0
30200	Sankt Pölten (Stadt)	39248	30077	29527	550	11090	5895	5292	751	3382	1254	1295	319	249	0	0	0	0	0
30201	St. Pölten	39248	26891	26380	511	9881	5210	4939	679	2867	1118	1162	297	227	0	0	0	0	0
30299	Wahlkarten - Sankt Pölten (Stadt)	0	3186	3147	39	1209	685	353	72	515	136	133	22	22	0	0	0	0	0
30300	Waidhofen an der Ybbs (Stadt)	9073	7501	7336	165	1646	2774	1084	252	861	307	323	37	52	0	0	0	0	0
30301	Waidhofen an der Ybbs	9073	6625	6477	148	1450	2504	992	212	697	267	274	33	48	0	0	0	0	0
30399	Wahlkarten - Waidhofen an der Ybbs (Stadt)	0	876	859	17	196	270	92	40	164	40	49	4	4	0	0	0	0	0
30400	Wiener Neustadt (Stadt)	30920	22007	21664	343	7158	3777	5091	643	2362	1184	987	246	216	0	0	0	0	0
30401	Wiener Neustadt	30920	19934	19615	319	6501	3300	4790	601	2054	1076	882	223	188	0	0	0	0	0
30499	Wahlkarten - Wiener Neustadt (Stadt)	0	2073	2049	24	657	477	301	42	308	108	105	23	28	0	0	0	0	0
30500	Amstetten	89952	74665	72785	1880	19202	24692	13114	2112	7127	3140	2370	480	548	0	0	0	0	0
30501	Allhartsberg	1643	1345	1296	49	245	577	230	30	116	46	36	9	7	0	0	0	0	0
30502	Amstetten	17840	12670	12356	314	4250	2586	2749	413	1227	516	424	102	89	0	0	0	0	0
30503	Ardagger	2703	2169	2088	81	351	914	421	54	176	76	64	12	20	0	0	0	0	0
30504	Aschbach-Markt	2873	2103	2044	59	393	840	375	70	171	92	69	12	22	0	0	0	0	0
30506	Behamberg	2595	2106	2047	59	487	648	409	86	220	114	55	8	20	0	0	0	0	0
30507	Biberbach	1778	1409	1373	36	249	617	215	47	123	54	50	11	7	0	0	0	0	0
30508	Ennsdorf	2195	1533	1509	24	664	187	359	30	147	66	27	16	13	0	0	0	0	0
30509	Ernsthofen	1767	1310	1284	26	404	386	229	27	110	68	48	7	5	0	0	0	0	0
30510	Ertl	1020	762	739	23	95	355	146	23	45	44	16	3	12	0	0	0	0	0
30511	Euratsfeld	2035	1701	1652	49	218	830	263	45	176	58	48	5	9	0	0	0	0	0
30512	Ferschnitz	1390	1115	1077	38	169	490	228	29	76	35	38	6	6	0	0	0	0	0
30514	Haag	4444	3263	3194	69	775	1123	494	84	383	142	151	17	25	0	0	0	0	0
30515	Haidershofen	2874	2262	2202	60	602	730	363	84	230	102	63	11	17	0	0	0	0	0
30516	Hollenstein an der Ybbs	1409	1086	1053	33	352	401	139	20	60	48	25	3	5	0	0	0	0	0
30517	Kematen an der Ybbs	1980	1515	1480	35	614	353	288	30	74	62	34	17	8	0	0	0	0	0
30520	Neuhofen an der Ybbs	2231	1689	1626	63	197	710	359	69	142	79	55	6	9	0	0	0	0	0
30521	Neustadtl an der Donau	1714	1376	1326	50	264	631	257	30	81	29	25	3	6	0	0	0	0	0
30522	Oed-Oehling	1414	1053	1029	24	201	366	192	43	123	47	42	4	11	0	0	0	0	0
30524	Opponitz	724	573	558	15	143	236	81	14	33	28	10	7	6	0	0	0	0	0
30526	St. Georgen am Reith	466	358	353	5	94	152	58	5	21	10	8	3	2	0	0	0	0	0
30527	St. Georgen am Ybbsfelde	2162	1659	1613	46	350	605	353	44	116	70	52	12	11	0	0	0	0	0
30529	St. Pantaleon-Erla	2056	1589	1554	35	549	360	308	51	128	71	49	26	12	0	0	0	0	0
30530	St. Peter in der Au	4050	3095	3015	80	520	1313	505	87	334	129	107	6	14	0	0	0	0	0
30531	St. Valentin	7445	5626	5486	140	2236	992	955	149	585	289	185	50	45	0	0	0	0	0
30532	Seitenstetten	2591	1943	1887	56	305	762	352	50	234	75	66	20	23	0	0	0	0	0
30533	Sonntagberg	3150	2329	2279	50	893	584	370	65	161	103	73	11	19	0	0	0	0	0
30534	Strengberg	1603	1195	1156	39	284	504	158	35	86	42	35	4	8	0	0	0	0	0
30536	Viehdorf	1046	830	812	18	141	400	141	30	36	36	18	6	4	0	0	0	0	0
30538	Wallsee-Sindelburg	1753	1264	1237	27	281	511	239	35	75	52	36	6	2	0	0	0	0	0
30539	Weistrach	1798	1361	1332	29	193	653	241	31	117	52	26	8	11	0	0	0	0	0
30541	Winklarn	1231	936	913	23	223	309	182	23	78	40	45	5	8	0	0	0	0	0
30542	Wolfsbach	1560	1202	1179	23	164	603	191	35	83	58	36	6	3	0	0	0	0	0
30543	Ybbsitz	2956	2282	2222	60	325	1210	291	37	177	94	65	7	16	0	0	0	0	0
30544	Zeillern	1456	1102	1073	29	161	480	218	38	98	40	26	6	6	0	0	0	0	0
30599	Wahlkarten - Amstetten	0	6854	6741	113	1810	2274	755	169	1085	273	263	45	67	0	0	0	0	0
30600	Baden	104261	81531	80076	1455	24250	16478	16994	2376	8625	5394	4552	688	719	0	0	0	0	0
30601	Alland	1858	1331	1314	17	258	387	317	53	115	76	83	10	15	0	0	0	0	0
30602	Altenmarkt an der Triesting	1579	1156	1139	17	247	439	238	29	82	52	34	8	10	0	0	0	0	0
30603	Bad Vöslau	8540	6099	5978	121	1753	1208	1152	166	885	310	406	52	46	0	0	0	0	0
30604	Baden	18936	12411	12206	205	2660	3192	1957	410	1805	798	1146	122	116	0	0	0	0	0
30605	Berndorf	6500	4386	4282	104	1575	676	1016	99	374	251	194	44	53	0	0	0	0	0
30607	Ebreichsdorf	7681	5376	5279	97	1649	737	1345	162	498	592	217	36	43	0	0	0	0	0
30608	Enzesfeld-Lindabrunn	3191	2332	2281	51	799	415	511	75	197	124	128	16	16	0	0	0	0	0
30609	Furth an der Triesting	652	504	496	8	67	242	91	11	30	30	19	4	2	0	0	0	0	0
30612	Günselsdorf	1318	971	951	20	372	141	256	27	53	59	30	8	5	0	0	0	0	0
30613	Heiligenkreuz	1081	787	777	10	138	242	160	20	102	53	53	4	5	0	0	0	0	0
30614	Hernstein	1229	997	981	16	219	415	146	31	64	49	40	4	13	0	0	0	0	0
30615	Hirtenberg	1687	1213	1192	21	512	116	336	25	73	62	42	15	11	0	0	0	0	0
30616	Klausen-Leopoldsdorf	1252	887	873	14	248	206	224	24	67	46	47	3	8	0	0	0	0	0
30618	Kottingbrunn	5657	3981	3917	64	1314	595	952	120	388	288	178	43	39	0	0	0	0	0
30620	Leobersdorf	3473	2514	2459	55	778	468	626	66	216	151	108	17	29	0	0	0	0	0
30621	Mitterndorf an der Fischa	1605	1073	1055	18	403	143	311	27	65	64	30	6	6	0	0	0	0	0
30623	Oberwaltersdorf	3079	2171	2142	29	615	425	406	56	208	255	141	22	14	0	0	0	0	0
30625	Pfaffstätten	2603	1977	1942	35	416	550	314	47	326	84	172	19	14	0	0	0	0	0
30626	Pottendorf	5035	3483	3419	64	1203	579	928	84	240	225	96	35	29	0	0	0	0	0
30627	Pottenstein	2203	1566	1530	36	521	332	312	33	152	94	56	15	15	0	0	0	0	0
30629	Reisenberg	1253	990	968	22	408	188	200	21	36	75	31	5	4	0	0	0	0	0
30631	Schönau an der Triesting	1616	1153	1132	21	380	232	264	28	108	71	36	6	7	0	0	0	0	0
30633	Seibersdorf	1138	870	853	17	192	285	205	20	43	65	32	2	9	0	0	0	0	0
30635	Sooß	808	603	587	16	118	176	103	30	66	50	38	2	4	0	0	0	0	0
30636	Tattendorf	1033	802	788	14	243	191	176	21	71	48	29	4	5	0	0	0	0	0
30637	Teesdorf	1319	1034	1019	15	434	202	181	19	79	53	34	6	11	0	0	0	0	0
30639	Traiskirchen	12740	9472	9296	176	3325	1246	2275	327	841	623	481	92	86	0	0	0	0	0
30641	Trumau	2533	1920	1890	30	803	218	445	47	154	112	82	8	21	0	0	0	0	0
30645	Weissenbach an der Triesting	1314	980	962	18	319	216	209	34	77	59	36	4	8	0	0	0	0	0
30646	Blumau-Neurißhof	1348	956	936	20	297	118	294	35	75	63	33	6	15	0	0	0	0	0
30699	Wahlkarten - Baden	0	7536	7432	104	1984	1898	1044	229	1135	512	500	70	60	0	0	0	0	0
30700	Bruck an der Leitha	33180	26677	26215	462	8589	6939	5544	647	1921	1295	890	182	208	0	0	0	0	0
30701	Au am Leithaberge	779	589	578	11	111	200	160	14	28	43	13	5	4	0	0	0	0	0
30702	Bad Deutsch-Altenburg	1129	779	773	6	232	163	211	60	42	36	19	4	6	0	0	0	0	0
30703	Berg	519	415	406	9	173	122	81	5	10	12	2	0	1	0	0	0	0	0
30704	Bruck an der Leitha	5976	4114	4022	92	1469	806	850	85	385	197	174	31	25	0	0	0	0	0
30706	Enzersdorf an der Fischa	2482	1899	1871	28	630	405	472	47	116	106	62	13	20	0	0	0	0	0
30708	Göttlesbrunn-Arbesthal	1117	862	853	9	146	358	178	25	48	52	33	9	4	0	0	0	0	0
30709	Götzendorf an der Leitha	1527	1173	1151	22	411	268	207	26	94	75	48	5	17	0	0	0	0	0
30710	Hainburg a.d. Donau	3907	2619	2572	47	733	633	668	88	180	129	91	28	22	0	0	0	0	0
30711	Haslau-Maria Ellend	1424	1056	1043	13	388	234	207	29	83	41	42	8	11	0	0	0	0	0
30712	Höflein	968	785	773	12	158	325	173	11	45	36	23	0	2	0	0	0	0	0
30713	Hof am Leithaberge	1177	937	920	17	272	243	222	30	43	68	34	3	5	0	0	0	0	0
30715	Hundsheim	474	370	364	6	150	94	75	14	11	7	6	1	6	0	0	0	0	0
30716	Mannersdorf am Leithagebirge	2968	2217	2175	42	1039	332	385	39	163	111	69	10	27	0	0	0	0	0
30718	Petronell-Carnuntum	984	735	722	13	246	167	137	25	73	27	31	7	9	0	0	0	0	0
30719	Prellenkirchen	1148	865	844	21	205	351	166	14	34	38	22	6	8	0	0	0	0	0
30721	Rohrau	1208	912	900	12	253	304	193	14	64	36	28	3	5	0	0	0	0	0
30722	Scharndorf	914	704	697	7	170	324	97	17	52	22	8	4	3	0	0	0	0	0
30724	Sommerein	1604	1232	1219	13	509	238	290	25	67	39	36	9	6	0	0	0	0	0
30726	Trautmannsdorf an der Leitha	2295	1744	1701	43	493	538	338	24	126	100	60	15	7	0	0	0	0	0
30728	Wolfsthal	580	449	445	4	122	181	88	9	18	13	11	1	2	0	0	0	0	0
30799	Wahlkarten - Bruck an der Leitha	0	2221	2186	35	679	653	346	46	239	107	78	20	18	0	0	0	0	0
30800	Gänserndorf	75714	60218	59127	1091	19241	15372	13300	1408	4164	2860	1949	426	407	0	0	0	0	0
30801	Aderklaa	142	117	116	1	4	73	20	1	13	2	3	0	0	0	0	0	0	0
30802	Andlersdorf	104	79	79	0	14	40	9	2	5	6	2	0	1	0	0	0	0	0
30803	Angern an der March	2564	1932	1886	46	813	387	384	33	102	87	54	15	11	0	0	0	0	0
30804	Auersthal	1465	1146	1124	22	374	383	154	22	105	43	32	4	7	0	0	0	0	0
30805	Bad Pirawarth	1367	1023	1001	22	300	355	175	27	55	36	45	5	3	0	0	0	0	0
30808	Deutsch-Wagram	6161	4254	4163	91	1219	892	1055	127	397	197	191	39	46	0	0	0	0	0
30810	Drösing	962	684	673	11	254	209	121	16	28	29	8	5	3	0	0	0	0	0
30811	Dürnkrut	1871	1347	1324	23	567	270	302	37	57	46	34	7	4	0	0	0	0	0
30812	Ebenthal	675	498	484	14	131	133	133	11	43	19	13	1	0	0	0	0	0	0
30813	Eckartsau	935	686	673	13	155	261	155	19	25	35	20	0	3	0	0	0	0	0
30814	Engelhartstetten	1538	1180	1161	19	340	329	264	55	55	75	23	9	11	0	0	0	0	0
30817	Gänserndorf	7848	5524	5420	104	1803	918	1407	139	577	281	217	36	42	0	0	0	0	0
30819	Glinzendorf	196	153	151	2	28	67	32	2	5	6	8	2	1	0	0	0	0	0
30821	Groß-Enzersdorf	7697	5508	5413	95	1679	1136	1359	149	476	296	234	39	45	0	0	0	0	0
30822	Großhofen	58	54	53	1	4	29	12	0	1	2	5	0	0	0	0	0	0	0
30824	Groß-Schweinbarth	984	784	768	16	245	289	135	12	34	25	21	4	3	0	0	0	0	0
30825	Haringsee	901	684	668	16	178	243	126	13	35	46	20	5	2	0	0	0	0	0
30826	Hauskirchen	1013	763	745	18	206	295	134	13	31	45	18	1	2	0	0	0	0	0
30827	Hohenau an der March	2183	1535	1517	18	784	211	341	24	53	49	36	15	4	0	0	0	0	0
30828	Hohenruppersdorf	753	623	607	16	108	276	113	11	44	38	13	1	3	0	0	0	0	0
30829	Jedenspeigen	911	722	716	6	247	266	102	10	38	34	15	1	3	0	0	0	0	0
30830	Lassee	1983	1441	1418	23	389	375	395	40	71	88	34	13	13	0	0	0	0	0
30831	Leopoldsdorf im Marchfelde	1983	1412	1392	20	550	271	310	39	95	62	47	4	14	0	0	0	0	0
30834	Mannsdorf an der Donau	286	223	220	3	42	90	38	13	12	10	11	2	2	0	0	0	0	0
30835	Marchegg	2182	1562	1536	26	634	281	360	43	78	83	34	11	12	0	0	0	0	0
30836	Markgrafneusiedl	665	513	501	12	185	99	118	6	29	29	28	1	6	0	0	0	0	0
30838	Matzen-Raggendorf	2072	1596	1566	30	489	439	349	39	97	76	54	10	13	0	0	0	0	0
30841	Neusiedl an der Zaya	1017	782	759	23	202	289	172	18	27	24	16	6	5	0	0	0	0	0
30842	Obersiebenbrunn	1297	930	917	13	329	191	248	20	47	53	21	4	4	0	0	0	0	0
30844	Orth an der Donau	1614	1084	1069	15	284	294	287	30	73	44	39	8	10	0	0	0	0	0
30845	Palterndorf-Dobermannsdorf	1025	740	728	12	186	298	159	16	20	34	9	4	2	0	0	0	0	0
30846	Parbasdorf	121	104	102	2	9	62	10	1	12	3	4	0	1	0	0	0	0	0
30848	Prottes	1089	787	768	19	260	222	172	19	36	32	21	2	4	0	0	0	0	0
30849	Raasdorf	427	308	307	1	94	121	51	3	12	10	9	4	3	0	0	0	0	0
30850	Ringelsdorf-Niederabsdorf	1102	805	789	16	351	201	140	14	25	36	14	3	5	0	0	0	0	0
30852	Schönkirchen-Reyersdorf	1539	1151	1130	21	364	270	264	28	66	63	60	6	9	0	0	0	0	0
30854	Spannberg	750	602	585	17	121	234	145	13	33	21	13	2	3	0	0	0	0	0
30856	Strasshof an der Nordbahn	6698	4495	4421	74	1779	525	1173	109	328	243	178	52	34	0	0	0	0	0
30857	Sulz im Weinviertel	978	759	731	28	160	333	132	14	28	36	17	8	3	0	0	0	0	0
30858	Untersiebenbrunn	1204	910	897	13	372	139	239	16	33	54	33	6	5	0	0	0	0	0
30859	Velm-Götzendorf	636	493	481	12	125	171	95	13	34	26	11	4	2	0	0	0	0	0
30860	Weikendorf	1489	1100	1080	20	315	312	254	32	94	30	35	5	3	0	0	0	0	0
30863	Zistersdorf	4486	3277	3211	66	769	1289	689	54	170	135	67	23	15	0	0	0	0	0
30865	Weiden an der March	743	556	550	6	102	297	80	3	25	21	13	1	8	0	0	0	0	0
30899	Wahlkarten - Gänserndorf	0	5292	5227	65	1677	1507	887	102	540	250	169	58	37	0	0	0	0	0
30900	Gmünd	31677	25854	25153	701	8288	8904	3927	513	1501	1129	582	168	141	0	0	0	0	0
30902	Amaliendorf-Aalfang	940	676	655	21	302	106	136	8	33	32	23	6	9	0	0	0	0	0
30903	Brand-Nagelberg	1420	1041	1002	39	543	167	144	12	52	54	19	6	5	0	0	0	0	0
30904	Eggern	590	440	432	8	122	180	65	5	26	17	9	4	4	0	0	0	0	0
30906	Eisgarn	570	449	444	5	142	196	63	8	16	15	2	1	1	0	0	0	0	0
30908	Gmünd	4459	3084	3022	62	1211	816	509	70	164	123	95	17	17	0	0	0	0	0
30909	Großdietmanns	1911	1426	1376	50	393	543	238	21	70	69	24	8	10	0	0	0	0	0
30910	Bad Großpertholz	1171	865	849	16	259	323	119	11	42	53	23	8	11	0	0	0	0	0
30912	Großschönau	1016	775	751	24	103	375	122	20	54	51	11	6	9	0	0	0	0	0
30913	Moorbad Harbach	546	422	412	10	100	161	75	15	27	19	9	5	1	0	0	0	0	0
30915	Haugschlag	403	307	291	16	86	115	53	3	11	20	2	1	0	0	0	0	0	0
30916	Heidenreichstein	3493	2457	2382	75	844	770	407	43	142	105	34	25	12	0	0	0	0	0
30917	Hirschbach	476	382	375	7	136	136	60	6	20	12	3	1	1	0	0	0	0	0
30920	Hoheneich	1214	876	855	21	289	304	105	26	65	38	18	6	4	0	0	0	0	0
30921	Kirchberg am Walde	1141	868	845	23	188	392	156	18	24	49	11	5	2	0	0	0	0	0
30925	Litschau	2026	1403	1365	38	422	502	229	28	70	61	39	7	7	0	0	0	0	0
30929	Reingers	565	400	390	10	71	195	56	4	18	40	6	0	0	0	0	0	0	0
30932	St. Martin	965	710	682	28	167	288	118	12	43	31	16	5	2	0	0	0	0	0
30935	Schrems	4635	3221	3135	86	1293	875	504	89	162	131	57	15	9	0	0	0	0	0
30939	Unserfrau-Altweitra	829	646	624	22	114	327	91	12	40	15	14	8	3	0	0	0	0	0
30940	Waldenstein	983	744	713	31	116	406	100	11	30	28	16	4	2	0	0	0	0	0
30942	Weitra	2324	1641	1586	55	386	701	220	41	98	62	61	11	6	0	0	0	0	0
30999	Wahlkarten - Gmünd	0	3021	2967	54	1001	1026	357	50	294	104	90	19	26	0	0	0	0	0
31000	Hollabrunn	41153	33900	33091	809	8110	14016	5231	673	2131	1469	1077	169	215	0	0	0	0	0
31001	Alberndorf im Pulkautal	622	457	446	11	125	155	82	9	20	35	12	4	4	0	0	0	0	0
31008	Göllersdorf	2303	1724	1683	41	381	687	284	33	137	75	71	6	9	0	0	0	0	0
31009	Grabern	1142	933	894	39	182	464	111	12	51	47	17	4	6	0	0	0	0	0
31014	Guntersdorf	927	710	690	20	152	314	131	20	24	31	13	3	2	0	0	0	0	0
31015	Hadres	1429	1135	1109	26	282	498	167	19	41	53	35	4	10	0	0	0	0	0
31016	Hardegg	1146	910	876	34	188	430	141	19	34	38	14	9	3	0	0	0	0	0
31018	Haugsdorf	1345	1034	1010	24	319	371	186	16	46	46	20	4	2	0	0	0	0	0
31019	Heldenberg	1020	798	771	27	146	369	120	15	45	33	30	8	5	0	0	0	0	0
31021	Hohenwarth-Mühlbach a.M.	1041	801	782	19	167	379	140	11	41	22	16	1	5	0	0	0	0	0
31022	Hollabrunn	9150	6709	6569	140	1493	2415	1256	152	574	313	277	42	47	0	0	0	0	0
31025	Mailberg	490	380	371	9	126	141	59	4	20	7	10	4	0	0	0	0	0	0
31026	Maissau	1626	1185	1155	30	313	494	166	15	51	63	39	3	11	0	0	0	0	0
