GKZ	Gebiet	Wahlberechtigte	StimmenAbgegeben	StimmenGueltig	StimmenUngueltig	SPÖ	ÖVP	FPÖ	GRÜNE	NEOS	PILZ	GILT	FLÖ	KPÖ	WEIßE	SLP	EUAUS	M	CPÖ	NBZ	ODP
20421	Moosburg	3627	2411	2384	27	596	687	820	57	118	76	16	2	7	5	0	0	0	0	0	0
20424	Pörtschach am Wörther See	2150	1374	1353	21	265	521	346	31	105	61	16	1	4	3	0	0	0	0	0	0
20425	Poggersdorf	2545	1986	1957	29	527	580	667	34	74	44	15	4	10	2	0	0	0	0	0	0
20428	St. Margareten im Rosental	884	612	605	7	198	191	177	7	15	10	4	0	3	0	0	0	0	0	0	0
20432	Schiefling am Wörthersee	1941	1339	1321	18	352	393	425	19	47	62	15	0	6	2	0	0	0	0	0	0
20435	Techelsberg am Wörther See	1757	1172	1146	26	343	296	399	22	32	32	12	4	6	0	0	0	0	0	0	0
20441	Zell	511	337	333	4	169	75	26	11	19	29	1	1	2	0	0	0	0	0	0	0
20442	Magdalensberg	2754	1981	1959	22	594	526	623	32	59	88	17	1	14	5	0	0	0	0	0	0
20499	Wahlkarten - Klagenfurt Land	0	4951	4905	46	1481	1507	1028	240	268	268	53	5	38	17	0	0	0	0	0	0
20500	Sankt Veit an der Glan	44826	35330	34865	465	9762	9224	12635	562	1244	934	240	64	138	62	0	0	0	0	0	0
20501	Althofen	3805	2546	2512	34	774	577	937	32	93	67	19	3	7	3	0	0	0	0	0	0
20502	Brückl	2242	1594	1560	34	497	376	586	13	39	30	9	3	6	1	0	0	0	0	0	0
20503	Deutsch-Griffen	764	526	517	9	85	139	278	2	3	5	2	1	1	1	0	0	0	0	0	0
20504	Eberstein	1057	771	760	11	151	208	334	12	24	14	9	1	5	2	0	0	0	0	0	0
20505	Friesach	4237	2773	2742	31	692	719	1107	36	91	65	18	3	8	3	0	0	0	0	0	0
20506	Glödnitz	681	431	428	3	102	129	178	3	11	3	1	1	0	0	0	0	0	0	0	0
20508	Gurk	1039	808	800	8	201	231	321	13	18	11	1	3	1	0	0	0	0	0	0	0
20509	Guttaring	1175	856	842	14	230	266	265	13	34	28	3	1	0	2	0	0	0	0	0	0
20511	Hüttenberg	1222	838	826	12	278	152	357	3	12	11	5	0	8	0	0	0	0	0	0	0
20512	Kappel am Krappfeld	1594	1147	1128	19	246	409	380	9	46	22	7	3	6	0	0	0	0	0	0	0
20513	Klein St. Paul	1531	1134	1119	15	288	288	454	10	37	28	7	1	3	3	0	0	0	0	0	0
20515	Liebenfels	2631	1870	1846	24	567	462	623	37	70	49	21	3	9	5	0	0	0	0	0	0
20518	Metnitz	1696	1213	1196	17	236	413	474	9	27	19	3	10	3	2	0	0	0	0	0	0
20519	Micheldorf	861	550	542	8	202	120	174	3	21	14	3	2	2	1	0	0	0	0	0	0
20520	Mölbling	1083	758	749	9	147	169	370	16	21	15	4	2	4	1	0	0	0	0	0	0
20523	St. Georgen am Längsee	2957	2117	2077	40	605	482	750	25	99	87	18	2	5	4	0	0	0	0	0	0
20527	St. Veit an der Glan	9892	6375	6286	89	2159	1355	2136	111	227	190	48	7	30	23	0	0	0	0	0	0
20530	Straßburg	1690	1225	1213	12	219	356	556	6	38	23	7	2	5	1	0	0	0	0	0	0
20531	Weitensfeld im Gurktal	1744	1242	1229	13	243	394	525	15	20	26	2	0	3	1	0	0	0	0	0	0
20534	Frauenstein	2925	2140	2112	28	541	595	714	49	108	74	17	6	6	2	0	0	0	0	0	0
20599	Wahlkarten - Sankt Veit an der Glan	0	4416	4381	35	1299	1384	1116	145	205	153	36	10	26	7	0	0	0	0	0	0
20600	Spittal an der Drau	61941	48503	47849	654	12841	13808	16333	954	1932	1256	390	76	170	89	0	0	0	0	0	0
20601	Bad Kleinkirchheim	1320	810	808	2	167	260	306	12	35	26	1	0	1	0	0	0	0	0	0	0
20602	Baldramsdorf	1533	1011	996	15	310	199	433	5	19	18	7	1	2	2	0	0	0	0	0	0
20603	Berg im Drautal	1067	749	739	10	173	343	154	16	27	12	8	1	2	3	0	0	0	0	0	0
20604	Dellach im Drautal	1342	899	879	20	245	317	238	12	40	19	3	1	1	3	0	0	0	0	0	0
20605	Großkirchheim	1083	771	765	6	103	292	299	12	28	18	6	1	3	3	0	0	0	0	0	0
20607	Flattach	976	649	642	7	148	192	261	5	20	11	3	2	0	0	0	0	0	0	0	0
20608	Gmünd in Kärnten	2119	1431	1409	22	393	398	475	32	66	26	11	0	7	1	0	0	0	0	0	0
20609	Greifenburg	1386	978	962	16	210	293	357	20	38	23	10	1	4	6	0	0	0	0	0	0
20610	Heiligenblut am Großglockner	858	571	562	9	82	243	175	4	27	23	1	3	3	1	0	0	0	0	0	0
20611	Irschen	1629	1205	1187	18	355	398	329	14	54	18	11	1	4	3	0	0	0	0	0	0
20613	Kleblach-Lind	974	713	700	13	229	210	201	11	32	12	2	0	3	0	0	0	0	0	0	0
20616	Lendorf	1429	1012	1001	11	259	279	381	12	33	27	8	0	1	1	0	0	0	0	0	0
20618	Mallnitz	641	437	432	5	197	105	91	6	18	10	3	1	1	0	0	0	0	0	0	0
20619	Malta	1678	1105	1086	19	304	246	457	19	24	23	9	0	2	2	0	0	0	0	0	0
20620	Millstatt am See	2762	1762	1739	23	435	574	511	46	87	53	15	9	3	6	0	0	0	0	0	0
20622	Mörtschach	680	477	470	7	61	168	203	5	7	14	6	1	4	1	0	0	0	0	0	0
20624	Mühldorf	831	557	547	10	166	70	277	3	12	13	3	0	3	0	0	0	0	0	0	0
20625	Oberdrauburg	966	654	640	14	170	240	187	16	9	14	2	1	1	0	0	0	0	0	0	0
20627	Obervellach	1821	1163	1149	14	250	374	439	17	43	13	8	2	3	0	0	0	0	0	0	0
20630	Radenthein	4897	3348	3295	53	1036	796	1158	44	113	89	36	6	11	6	0	0	0	0	0	0
20631	Rangersdorf	1366	871	864	7	186	228	393	11	22	11	8	1	1	3	0	0	0	0	0	0
20632	Rennweg am Katschberg	1490	1055	1033	22	234	340	394	15	24	17	3	2	3	1	0	0	0	0	0	0
20633	Sachsenburg	1021	715	701	14	173	162	313	7	20	17	3	1	2	3	0	0	0	0	0	0
20634	Seeboden am Millstätter See	5145	3360	3314	46	753	1021	1147	74	187	82	26	4	11	9	0	0	0	0	0	0
20635	Spittal an der Drau	11924	7894	7781	113	2466	1810	2657	146	309	274	62	14	29	14	0	0	0	0	0	0
20636	Stall	1315	851	843	8	176	213	414	5	11	15	5	1	2	1	0	0	0	0	0	0
20637	Steinfeld	1686	1159	1143	16	376	291	386	16	31	27	9	1	4	2	0	0	0	0	0	0
20638	Trebesing	958	655	635	20	140	211	236	5	25	12	3	1	2	0	0	0	0	0	0	0
20639	Weißensee	628	406	405	1	57	195	106	9	24	8	2	1	1	2	0	0	0	0	0	0
20640	Winklern	985	598	590	8	139	172	225	9	25	16	3	0	1	0	0	0	0	0	0	0
20642	Krems in Kärnten	1483	977	961	16	185	311	409	4	23	19	6	1	3	0	0	0	0	0	0	0
20643	Lurnfeld	2153	1400	1387	13	382	359	503	18	64	35	16	2	5	3	0	0	0	0	0	0
20644	Reißeck	1795	1269	1247	22	414	275	451	18	39	31	6	5	5	3	0	0	0	0	0	0
20699	Wahlkarten - Spittal an der Drau	0	6991	6937	54	1867	2223	1767	306	396	230	85	11	42	10	0	0	0	0	0	0
20700	Villach Land	51577	41090	40537	553	12863	9630	13401	906	1573	1389	443	49	199	84	0	0	0	0	0	0
20701	Afritz am See	1196	834	828	6	255	145	348	14	26	23	10	0	4	3	0	0	0	0	0	0
20702	Arnoldstein	5281	3626	3574	52	1276	726	1244	49	115	105	31	2	17	9	0	0	0	0	0	0
20703	Arriach	1153	775	760	15	161	185	362	9	20	14	5	1	2	1	0	0	0	0	0	0
20705	Bad Bleiberg	1882	1276	1263	13	503	180	457	21	41	37	10	1	12	1	0	0	0	0	0	0
20707	Feistritz an der Gail	514	388	380	8	93	124	132	4	17	8	1	0	1	0	0	0	0	0	0	0
20708	Feld am See	911	644	637	7	167	152	267	8	18	17	4	1	2	1	0	0	0	0	0	0
20710	Ferndorf	1781	1290	1260	30	439	208	505	25	33	34	6	0	8	2	0	0	0	0	0	0
20711	Finkenstein am Faaker See	6968	4866	4805	61	1504	1266	1481	119	203	152	52	4	20	4	0	0	0	0	0	0
20712	Fresach	1040	795	768	27	251	130	333	7	17	19	9	0	1	1	0	0	0	0	0	0
20713	Hohenthurn	652	464	460	4	163	158	105	5	15	8	3	0	3	0	0	0	0	0	0	0
20719	Nötsch im Gailtal	1851	1356	1332	24	437	352	424	22	41	29	19	1	3	4	0	0	0	0	0	0
20720	Paternion	4773	3519	3462	57	1053	777	1266	50	134	104	38	6	17	17	0	0	0	0	0	0
20721	Rosegg	1481	1062	1051	11	305	251	368	23	32	43	16	5	6	2	0	0	0	0	0	0
20722	St. Jakob im Rosental	3440	2370	2336	34	988	436	628	62	78	88	33	3	14	6	0	0	0	0	0	0
20723	Stockenboi	1315	994	979	15	255	230	412	10	28	21	14	4	3	2	0	0	0	0	0	0
20724	Treffen am Ossiacher See	3552	2311	2279	32	635	565	755	70	94	98	35	1	21	5	0	0	0	0	0	0
20725	Velden am Wörther See	6979	4613	4543	70	1274	1269	1436	82	218	190	50	2	16	6	0	0	0	0	0	0
20726	Weißenstein	2473	1823	1801	22	607	370	640	22	64	62	19	3	8	6	0	0	0	0	0	0
20727	Wernberg	4335	3039	3003	36	875	709	1096	68	104	103	27	7	7	7	0	0	0	0	0	0
20799	Wahlkarten - Villach Land	0	5045	5016	29	1622	1397	1142	236	275	234	61	8	34	7	0	0	0	0	0	0
20800	Völkermarkt	33447	26351	25921	430	8252	7075	7705	641	1026	791	191	28	154	58	0	0	0	0	0	0
20801	Bleiburg	3062	2099	2055	44	682	596	547	40	75	69	18	1	21	6	0	0	0	0	0	0
20802	Diex	642	498	490	8	122	163	166	7	12	9	4	0	5	2	0	0	0	0	0	0
20803	Eberndorf	4722	3262	3222	40	1089	821	1012	77	101	75	17	3	17	10	0	0	0	0	0	0
20804	Eisenkappel-Vellach	1826	1297	1272	25	576	271	264	21	78	35	12	1	11	3	0	0	0	0	0	0
20805	Feistritz ob Bleiburg	1688	1261	1240	21	443	269	351	58	51	42	11	1	11	3	0	0	0	0	0	0
20806	Gallizien	1432	1097	1083	14	314	337	339	20	27	34	6	0	4	2	0	0	0	0	0	0
20807	Globasnitz	1323	940	917	23	343	197	250	36	42	29	7	0	13	0	0	0	0	0	0	0
20808	Griffen	2813	2024	1993	31	459	650	724	27	57	47	12	6	6	5	0	0	0	0	0	0
20810	Neuhaus	892	588	569	19	154	174	199	13	11	12	0	0	6	0	0	0	0	0	0	0
20812	Ruden	1244	894	875	19	289	222	304	12	24	11	6	2	5	0	0	0	0	0	0	0
20813	St. Kanzian am Klopeiner See	3414	2369	2335	34	647	694	693	55	111	88	25	3	12	7	0	0	0	0	0	0
20815	Sittersdorf	1655	1116	1100	16	398	268	310	21	59	35	4	0	1	4	0	0	0	0	0	0
20817	Völkermarkt	8734	6096	5988	108	1851	1553	1993	121	214	176	46	8	17	9	0	0	0	0	0	0
20899	Wahlkarten - Völkermarkt	0	2810	2782	28	885	860	553	133	164	129	23	3	25	7	0	0	0	0	0	0
20900	Wolfsberg	43473	34059	33572	487	9547	9007	12223	460	1053	852	208	33	132	57	0	0	0	0	0	0
20901	Bad St. Leonhard im Lavanttal	3629	2651	2610	41	754	753	923	35	73	52	8	3	4	5	0	0	0	0	0	0
20905	Frantschach-St. Gertraud	2084	1475	1456	19	393	439	528	8	49	25	6	0	6	2	0	0	0	0	0	0
20909	Lavamünd	2440	1742	1716	26	572	389	662	8	24	43	11	2	3	2	0	0	0	0	0	0
20911	Preitenegg	787	606	601	5	131	226	207	7	15	8	1	0	4	2	0	0	0	0	0	0
20912	Reichenfels	1503	1068	1052	16	270	329	376	12	34	16	8	2	3	2	0	0	0	0	0	0
20913	St. Andrä	8297	5688	5602	86	1501	1317	2406	48	147	110	36	9	13	15	0	0	0	0	0	0
20914	St. Georgen im Lavanttal	1663	1180	1153	27	295	287	509	7	27	18	6	0	3	1	0	0	0	0	0	0
20918	St. Paul im Lavanttal	2746	1955	1920	35	529	523	736	25	55	37	6	2	5	2	0	0	0	0	0	0
20923	Wolfsberg	20324	14467	14260	207	4100	3824	5035	178	483	440	100	12	68	20	0	0	0	0	0	0
20999	Wahlkarten - Wolfsberg	0	3227	3202	25	1002	920	841	132	146	103	26	3	23	6	0	0	0	0	0	0
21000	Feldkirchen	24126	18495	18247	248	4604	4990	6710	331	733	622	148	22	50	37	0	0	0	0	0	0
21001	Albeck	801	532	525	7	93	167	233	7	13	10	2	0	0	0	0	0	0	0	0	0
21002	Feldkirchen in Kärnten	11520	7564	7452	112	1951	1924	2798	115	289	261	57	11	28	18	0	0	0	0	0	0
21003	Glanegg	1560	997	985	12	349	231	331	13	20	28	9	0	3	1	0	0	0	0	0	0
21004	Gnesau	833	587	577	10	105	182	241	9	16	12	7	2	3	0	0	0	0	0	0	0
21005	Himmelberg	1887	1307	1281	26	268	354	532	12	57	38	10	4	1	5	0	0	0	0	0	0
21006	Ossiach	590	405	404	1	67	117	154	12	27	22	4	0	1	0	0	0	0	0	0	0
21007	Reichenau	1473	1030	1011	19	294	284	357	6	41	21	5	0	1	2	0	0	0	0	0	0
21008	St. Urban	1188	752	746	6	156	165	380	11	14	13	2	0	3	2	0	0	0	0	0	0
21009	Steindorf am Ossiacher See	2947	1874	1853	21	460	509	685	24	81	65	21	2	3	3	0	0	0	0	0	0
21010	Steuerberg	1327	890	877	13	200	268	344	9	32	17	6	0	1	0	0	0	0	0	0	0
21099	Wahlkarten - Feldkirchen	0	2557	2536	21	661	789	655	113	143	135	25	3	6	6	0	0	0	0	0	0
30000	Niederösterreich	1288802	1092339	1079539	12800	267348	384279	280011	29619	51815	44767	12401	1460	5716	2123	0	0	0	0	0	0
30099	Wahlkarten - Niederösterreich	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3A000	Weinviertel	171571	147252	145600	1652	31774	57779	36566	3976	6676	6117	1417	300	738	257	0	0	0	0	0	0
3A099	Wahlkarten - Weinviertel	0	848	837	11	188	222	174	70	81	77	12	0	13	0	0	0	0	0	0	0
3B000	Waldviertel	178958	152609	150290	2319	30829	63820	38849	3412	6036	4595	1575	237	664	273	0	0	0	0	0	0
3B099	Wahlkarten - Waldviertel	0	692	688	4	147	188	133	51	63	80	12	0	14	0	0	0	0	0	0	0
3C000	Mostviertel	194482	167117	164806	2311	39144	63455	42380	4105	7175	5100	2048	189	790	420	0	0	0	0	0	0
3C099	Wahlkarten - Mostviertel	0	675	670	5	163	160	100	67	75	75	10	0	19	1	0	0	0	0	0	0
3D000	Niederösterreich Mitte	238936	202826	200554	2272	51872	67690	48569	6842	10982	9993	2744	241	1208	413	0	0	0	0	0	0
3D099	Wahlkarten - Niederösterreich Mitte	0	1161	1153	8	301	323	171	88	125	108	19	3	13	2	0	0	0	0	0	0
3E000	Niederösterreich Süd	159460	132065	130530	1535	34977	41957	37961	2804	5209	4930	1588	140	693	271	0	0	0	0	0	0
3E099	Wahlkarten - Niederösterreich Süd	0	541	541	0	137	143	119	30	45	48	5	1	10	3	0	0	0	0	0	0
3F000	Thermenregion	195877	165531	164036	1495	44068	51890	38326	5916	11321	9173	1842	204	1011	285	0	0	0	0	0	0
3F099	Wahlkarten - Thermenregion	0	1353	1343	10	320	365	255	87	154	130	15	1	13	3	0	0	0	0	0	0
3G000	Niederösterreich Ost	149518	124939	123723	1216	34684	37688	37360	2564	4416	4859	1187	149	612	204	0	0	0	0	0	0
3G099	Wahlkarten - Ost	0	719	714	5	182	173	186	33	66	3	53	4	0	14	0	0	0	0	0	0
30100	Krems an der Donau(Stadt)	18158	14765	14587	178	4236	4648	3500	460	750	665	169	13	129	17	0	0	0	0	0	0
30101	Krems an der Donau	18158	12779	12620	159	3696	3964	3164	357	620	539	148	12	105	15	0	0	0	0	0	0
30199	Wahlkarten - Krems an der Donau(Stadt)	0	1986	1967	19	540	684	336	103	130	126	21	1	24	2	0	0	0	0	0	0
30200	Sankt Pölten(Stadt)	39303	31570	31232	338	11037	8188	7409	1005	1393	1434	404	39	248	75	0	0	0	0	0	0
30201	St. Pölten	39303	27717	27407	310	9642	7128	6742	841	1209	1189	338	36	215	67	0	0	0	0	0	0
30299	Wahlkarten - Sankt Pölten(Stadt)	0	3853	3825	28	1395	1060	667	164	184	245	66	3	33	8	0	0	0	0	0	0
30300	Waidhofen an der Ybbs(Stadt)	8994	7644	7549	95	1706	3135	1573	272	403	322	76	5	35	22	0	0	0	0	0	0
30301	Waidhofen an der Ybbs	8994	6548	6459	89	1450	2685	1431	196	328	259	63	5	23	19	0	0	0	0	0	0
30399	Wahlkarten - Waidhofen an der Ybbs(Stadt)	0	1096	1090	6	256	450	142	76	75	63	13	0	12	3	0	0	0	0	0	0
30400	Wiener Neustadt(Stadt)	31306	23943	23712	231	7133	6390	6754	684	1067	1127	304	23	178	52	0	0	0	0	0	0
30401	Wiener Neustadt	31306	21251	21034	217	6347	5547	6201	568	914	977	257	22	154	47	0	0	0	0	0	0
30499	Wahlkarten - Wiener Neustadt(Stadt)	0	2692	2678	14	786	843	553	116	153	150	47	1	24	5	0	0	0	0	0	0
30500	Amstetten	90598	77857	76786	1071	18862	28927	19727	1943	3428	2326	914	87	379	193	0	0	0	0	0	0
30501	Allhartsberg	1689	1381	1358	23	253	617	361	30	41	34	14	3	4	1	0	0	0	0	0	0
30502	Amstetten	17511	12732	12566	166	3788	3507	3731	294	529	425	164	12	73	43	0	0	0	0	0	0
30503	Ardagger	2758	2219	2175	44	319	998	615	52	105	46	23	0	14	3	0	0	0	0	0	0
30504	Aschbach-Markt	2911	2134	2101	33	367	886	626	41	97	46	20	3	10	5	0	0	0	0	0	0
30506	Behamberg	2663	2162	2133	29	502	808	585	38	83	63	35	4	10	5	0	0	0	0	0	0
30507	Biberbach	1846	1497	1476	21	222	744	340	30	64	46	20	0	7	3	0	0	0	0	0	0
30508	Ennsdorf	2317	1681	1666	15	715	330	462	34	49	55	11	1	8	1	0	0	0	0	0	0
30509	Ernsthofen	1803	1342	1321	21	415	463	293	20	54	37	23	5	6	5	0	0	0	0	0	0
30510	Ertl	1020	778	765	13	84	384	249	9	17	9	6	3	4	0	0	0	0	0	0	0
30511	Euratsfeld	2090	1756	1725	31	232	860	436	41	93	42	14	0	3	4	0	0	0	0	0	0
30512	Ferschnitz	1436	1113	1102	11	147	516	311	16	51	41	11	0	5	4	0	0	0	0	0	0
30514	Haag	4465	3197	3164	33	724	1255	719	103	189	89	43	11	19	12	0	0	0	0	0	0
30515	Haidershofen	2959	2359	2328	31	649	861	591	50	91	46	36	2	0	2	0	0	0	0	0	0
30516	Hollenstein an der Ybbs	1368	1024	1011	13	263	442	212	15	39	23	13	0	3	1	0	0	0	0	0	0
30517	Kematen an der Ybbs	1948	1491	1459	32	508	395	432	21	25	46	14	3	7	8	0	0	0	0	0	0
30520	Neuhofen an der Ybbs	2248	1745	1709	36	232	769	525	36	106	29	4	1	5	2	0	0	0	0	0	0
30521	Neustadtl an der Donau	1715	1444	1419	25	248	639	433	10	55	19	7	4	2	2	0	0	0	0	0	0
30522	Oed-Oehling	1485	1066	1054	12	200	438	302	21	44	38	8	1	1	1	0	0	0	0	0	0
30524	Opponitz	702	577	568	9	123	250	131	8	21	28	5	1	1	0	0	0	0	0	0	0
30526	St. Georgen am Reith	441	354	351	3	70	163	92	7	11	5	2	0	1	0	0	0	0	0	0	0
30527	St. Georgen am Ybbsfelde	2239	1713	1692	21	321	710	496	33	74	30	21	1	4	2	0	0	0	0	0	0
30529	St. Pantaleon-Erla	2090	1612	1585	27	498	494	405	46	58	42	20	2	14	6	0	0	0	0	0	0
30530	St. Peter in der Au	4104	3109	3076	33	562	1394	755	75	129	91	44	4	7	15	0	0	0	0	0	0
30531	St. Valentin	7478	5586	5503	83	2120	1322	1352	133	283	186	49	4	41	13	0	0	0	0	0	0
30532	Seitenstetten	2626	2040	2015	25	374	833	509	75	115	58	22	3	21	5	0	0	0	0	0	0
30533	Sonntagberg	3156	2323	2274	49	783	693	553	46	85	71	29	1	6	7	0	0	0	0	0	0
30534	Strengberg	1622	1226	1204	22	269	539	271	23	56	31	9	3	2	1	0	0	0	0	0	0
30536	Viehdorf	1069	867	851	16	130	418	241	13	28	12	5	2	1	1	0	0	0	0	0	0
30538	Wallsee-Sindelburg	1751	1242	1221	21	289	501	295	26	54	41	8	1	4	2	0	0	0	0	0	0
30539	Weistrach	1808	1405	1388	17	201	692	334	41	60	33	16	3	5	3	0	0	0	0	0	0
30541	Winklarn	1331	1059	1045	14	241	374	292	27	58	37	8	3	2	3	0	0	0	0	0	0
30542	Wolfsbach	1601	1218	1205	13	164	653	298	13	41	20	7	0	7	2	0	0	0	0	0	0
30543	Ybbsitz	2867	2291	2255	36	331	1176	495	67	84	59	24	2	6	11	0	0	0	0	0	0
30544	Zeillern	1481	1159	1136	23	145	546	332	21	41	32	14	0	4	1	0	0	0	0	0	0
30599	Wahlkarten - Amstetten	0	8955	8885	70	2373	3257	1653	428	498	416	165	4	72	19	0	0	0	0	0	0
30600	Baden	106533	88251	87330	921	24943	25368	23643	2405	4821	4274	1105	127	478	166	0	0	0	0	0	0
30601	Alland	1971	1416	1398	18	289	489	398	28	80	76	27	3	6	2	0	0	0	0	0	0
30602	Altenmarkt an der Triesting	1540	1158	1148	10	214	462	325	15	36	72	16	1	7	0	0	0	0	0	0	0
30603	Bad Vöslau	8694	6423	6345	78	1855	1873	1497	206	397	377	79	7	43	11	0	0	0	0	0	0
30604	Baden	19040	13273	13170	103	3164	4676	2594	618	1045	813	135	30	78	17	0	0	0	0	0	0
30605	Berndorf	6481	4629	4571	58	1545	991	1407	105	215	207	60	5	22	14	0	0	0	0	0	0
30607	Ebreichsdorf	8002	5916	5855	61	1660	1465	1990	124	264	237	65	10	26	14	0	0	0	0	0	0
30608	Enzesfeld-Lindabrunn	3269	2476	2439	37	723	623	773	40	114	113	30	5	15	3	0	0	0	0	0	0
30609	Furth an der Triesting	675	540	535	5	65	274	131	11	14	22	10	2	2	4	0	0	0	0	0	0
30612	Günselsdorf	1315	1003	987	16	326	218	357	9	32	36	8	0	1	0	0	0	0	0	0	0
30613	Heiligenkreuz	1103	824	820	4	138	321	214	33	52	47	11	1	3	0	0	0	0	0	0	0
30614	Hernstein	1251	1039	1025	14	207	456	225	18	52	49	10	1	6	1	0	0	0	0	0	0
30615	Hirtenberg	1651	1226	1211	15	422	242	407	31	47	37	16	2	6	1	0	0	0	0	0	0
30616	Klausen-Leopoldsdorf	1314	944	933	11	196	290	318	7	47	51	17	1	2	4	0	0	0	0	0	0
30618	Kottingbrunn	5659	4197	4152	45	1288	1057	1202	89	221	199	53	9	28	6	0	0	0	0	0	0
30620	Leobersdorf	3573	2717	2678	39	776	714	824	49	139	120	33	4	17	2	0	0	0	0	0	0
30621	Mitterndorf an der Fischa	1861	1356	1337	19	421	259	537	16	41	35	17	0	8	3	0	0	0	0	0	0
30623	Oberwaltersdorf	3270	2394	2373	21	647	801	590	59	115	104	38	0	16	3	0	0	0	0	0	0
30625	Pfaffstätten	2617	1998	1980	18	533	646	421	74	136	133	20	2	9	6	0	0	0	0	0	0
30626	Pottendorf	5176	3798	3758	40	1105	964	1253	75	141	142	49	7	14	8	0	0	0	0	0	0
30627	Pottenstein	2150	1569	1558	11	502	408	429	53	81	49	17	3	11	5	0	0	0	0	0	0
30629	Reisenberg	1276	999	993	6	271	294	339	11	43	23	3	2	2	5	0	0	0	0	0	0
30631	Schönau an der Triesting	1601	1212	1190	22	380	310	337	22	55	54	20	1	8	3	0	0	0	0	0	0
30633	Seibersdorf	1184	954	944	10	198	358	302	12	35	26	6	2	3	2	0	0	0	0	0	0
30635	Sooß	800	604	597	7	125	243	129	20	32	34	6	2	5	1	0	0	0	0	0	0
30636	Tattendorf	1080	848	834	14	212	298	226	14	35	41	6	0	2	0	0	0	0	0	0	0
30637	Teesdorf	1406	1127	1115	12	403	308	253	11	57	61	12	1	7	2	0	0	0	0	0	0
30639	Traiskirchen	13281	10244	10111	133	3479	2261	3027	203	505	416	139	13	45	23	0	0	0	0	0	0
30641	Trumau	2596	2046	2027	19	823	392	577	34	96	69	19	4	13	0	0	0	0	0	0	0
30645	Weissenbach an der Triesting	1304	1017	1005	12	278	278	290	16	53	45	29	5	9	2	0	0	0	0	0	0
30646	Blumau-Neurißhof	1393	979	973	6	249	212	395	10	48	32	19	1	6	1	0	0	0	0	0	0
30699	Wahlkarten - Baden	0	9325	9268	57	2449	3185	1876	392	593	554	135	3	58	23	0	0	0	0	0	0
30700	Bruck an der Leitha	72142	59862	59276	586	17641	16864	17759	1283	2199	2456	572	70	331	101	0	0	0	0	0	0
30701	Au am Leithaberge	771	608	597	11	93	247	227	4	11	10	5	0	0	0	0	0	0	0	0	0
30702	Bad Deutsch-Altenburg	1194	866	856	10	200	266	313	12	20	33	6	2	4	0	0	0	0	0	0	0
30703	Berg	497	392	389	3	128	145	90	5	8	11	1	1	0	0	0	0	0	0	0	0
30704	Bruck an der Leitha	5885	4300	4248	52	1427	1083	1236	134	139	167	35	4	16	7	0	0	0	0	0	0
30706	Enzersdorf an der Fischa	2510	1958	1940	18	556	579	607	28	62	77	17	5	9	0	0	0	0	0	0	0
30708	Göttlesbrunn-Arbesthal	1109	887	879	8	141	402	230	8	45	34	15	1	3	0	0	0	0	0	0	0
30709	Götzendorf an der Leitha	1526	1197	1184	13	364	359	334	21	40	45	15	0	6	0	0	0	0	0	0	0
30710	Hainburg a.d. Donau	3761	2644	2623	21	664	854	888	43	68	72	12	6	9	7	0	0	0	0	0	0
30711	Haslau-Maria Ellend	1477	1175	1167	8	360	345	326	28	40	49	11	2	5	1	0	0	0	0	0	0
30712	Höflein	987	802	797	5	152	330	252	19	18	15	5	0	2	4	0	0	0	0	0	0
30713	Hof am Leithaberge	1189	979	973	6	229	346	327	9	25	22	10	2	2	1	0	0	0	0	0	0
30715	Hundsheim	454	399	395	4	135	122	109	6	9	13	1	0	0	0	0	0	0	0	0	0
30716	Mannersdorf am Leithagebirge	2966	2239	2219	20	868	500	609	43	70	78	25	6	13	7	0	0	0	0	0	0
30718	Petronell-Carnuntum	971	749	742	7	223	231	206	13	29	30	3	1	5	1	0	0	0	0	0	0
30719	Prellenkirchen	1164	865	859	6	177	363	250	11	23	23	8	1	3	0	0	0	0	0	0	0
30721	Rohrau	1233	916	905	11	222	335	262	19	24	27	10	1	4	1	0	0	0	0	0	0
30722	Scharndorf	908	734	717	17	148	335	145	17	21	41	8	1	1	0	0	0	0	0	0	0
30724	Sommerein	1584	1253	1246	7	432	302	410	17	36	33	11	0	5	0	0	0	0	0	0	0
30726	Trautmannsdorf an der Leitha	2318	1784	1767	17	430	647	501	31	54	66	21	1	15	1	0	0	0	0	0	0
30728	Wolfsthal	573	467	461	6	101	193	133	3	11	12	5	0	2	1	0	0	0	0	0	0
30729	Ebergassing	2676	1907	1891	16	722	408	568	30	72	63	16	1	8	3	0	0	0	0	0	0
30730	Fischamend	3987	2808	2779	29	839	620	938	39	113	127	30	1	60	12	0	0	0	0	0	0
30731	Gramatneusiedl	2212	1610	1592	18	506	426	455	39	59	80	21	0	4	2	0	0	0	0	0	0
30732	Himberg	5536	4015	3970	45	1158	1045	1273	84	167	171	42	6	18	6	0	0	0	0	0	0
30733	Klein-Neusiedl	657	455	448	7	194	90	115	7	8	20	3	5	5	1	0	0	0	0	0	0
30734	Lanzendorf	1359	1046	1036	10	341	243	314	19	46	54	11	0	4	4	0	0	0	0	0	0
