GKZ	Gebiet	Wahlberechtigte	StimmenAbgegeben	StimmenGueltig	StimmenUngueltig	ÖVP	SPÖ	FPÖ	NEOS	JETZT	GRÜNE	KPÖ	WANDL	BZÖ	BIER	CPÖ	GILT	SLP
31922	Markersdorf-Haindorf	1621	1228	1216	12	564	213	222	63	18	119	10	7	0	0	0	0	0
31923	Michelbach	717	551	538	13	318	36	91	51	5	31	5	1	0	0	0	0	0
31925	Neidling	1189	882	870	12	421	154	114	65	13	97	4	2	0	0	0	0	0
31926	Neulengbach	6417	4077	4025	52	1708	629	635	341	89	584	25	14	0	0	0	0	0
31927	Neustift-Innermanzing	1249	819	807	12	343	138	151	70	14	80	3	8	0	0	0	0	0
31928	Nußdorf ob der Traisen	1474	1122	1096	26	550	176	184	72	11	92	6	5	0	0	0	0	0
31929	Ober-Grafendorf	3602	2599	2557	42	1001	661	421	171	42	238	11	12	0	0	0	0	0
31930	Obritzberg-Rust	1872	1382	1360	22	688	184	240	107	17	111	7	6	0	0	0	0	0
31932	Prinzersdorf	1238	837	825	12	335	163	131	60	21	109	4	2	0	0	0	0	0
31934	Pyhra	2812	2050	2012	38	978	285	348	151	36	188	11	15	0	0	0	0	0
31935	Rabenstein an der Pielach	2044	1500	1462	38	738	273	242	76	19	105	3	6	0	0	0	0	0
31938	St. Margarethen an der Sierning	855	625	614	11	344	93	87	30	8	48	2	2	0	0	0	0	0
31939	Schwarzenbach an der Pielach	321	246	243	3	141	49	44	2	1	2	1	3	0	0	0	0	0
31940	Statzendorf	1108	766	750	16	305	210	126	47	8	43	6	5	0	0	0	0	0
31941	Stössing	653	443	434	9	228	48	78	30	12	32	3	3	0	0	0	0	0
31943	Traismauer	4722	3394	3299	95	1191	864	643	199	60	315	23	4	0	0	0	0	0
31945	Weinburg	1140	829	808	21	309	238	137	51	8	60	3	2	0	0	0	0	0
31946	Perschling	1122	835	819	16	460	59	169	67	9	47	4	4	0	0	0	0	0
31947	Wilhelmsburg	5069	3430	3386	44	1138	985	612	195	63	355	26	12	0	0	0	0	0
31948	Wölbling	2007	1444	1416	28	575	338	237	96	18	138	4	10	0	0	0	0	0
31949	Gablitz	3769	2366	2341	25	907	407	321	249	55	386	8	8	0	0	0	0	0
31950	Mauerbach	2832	1944	1922	22	784	305	206	227	59	323	9	9	0	0	0	0	0
31951	Pressbaum	5662	3642	3604	38	1268	565	519	438	86	680	23	25	0	0	0	0	0
31952	Purkersdorf	6998	4397	4344	53	1317	823	553	551	135	932	15	18	0	0	0	0	0
31953	Tullnerbach	2087	1389	1377	12	561	202	140	143	42	279	4	6	0	0	0	0	0
31954	Wolfsgraben	1301	931	919	12	367	128	143	95	17	153	8	8	0	0	0	0	0
31999	Wahlkarten - Sankt Pölten Land	0	12500	12391	109	4505	2294	1326	1384	235	2495	63	89	0	0	0	0	0
32000	Scheibbs	32997	27533	27081	452	13648	4564	3985	1658	326	2610	130	160	0	0	0	0	0
32001	Gaming	2500	1713	1676	37	659	559	232	87	24	100	7	8	0	0	0	0	0
32002	Göstling an der Ybbs	1683	1242	1230	12	671	240	161	68	10	69	6	5	0	0	0	0	0
32003	Gresten	1582	1061	1042	19	485	221	134	71	11	100	11	9	0	0	0	0	0
32004	Gresten-Land	1193	873	859	14	588	62	112	36	4	48	6	3	0	0	0	0	0
32005	Lunz am See	1491	1109	1089	20	496	262	154	61	19	92	0	5	0	0	0	0	0
32006	Oberndorf an der Melk	2414	1825	1792	33	1151	154	287	69	13	108	7	3	0	0	0	0	0
32007	Puchenstuben	235	167	165	2	73	49	27	5	5	6	0	0	0	0	0	0	0
32008	Purgstall an der Erlauf	4274	2969	2923	46	1483	398	500	182	39	294	10	17	0	0	0	0	0
32009	Randegg	1517	1166	1131	35	747	88	146	57	3	79	2	9	0	0	0	0	0
32010	Reinsberg	825	636	633	3	396	64	88	39	4	36	3	3	0	0	0	0	0
32011	St. Anton an der Jeßnitz	971	720	700	20	440	85	123	18	6	23	3	2	0	0	0	0	0
32012	St. Georgen an der Leys	1100	822	803	19	513	59	152	32	4	32	7	4	0	0	0	0	0
32013	Scheibbs	3405	2267	2241	26	1006	419	236	178	28	355	12	7	0	0	0	0	0
32014	Steinakirchen am Forst	1831	1361	1335	26	776	145	166	86	9	140	6	7	0	0	0	0	0
32015	Wang	1082	836	817	19	482	68	153	42	13	56	1	2	0	0	0	0	0
32016	Wieselburg	2968	1985	1954	31	630	563	338	134	32	226	11	20	0	0	0	0	0
32017	Wieselburg-Land	2681	1952	1922	30	903	315	367	129	23	167	9	9	0	0	0	0	0
32018	Wolfpassing	1245	975	957	18	501	78	210	46	14	98	3	7	0	0	0	0	0
32099	Wahlkarten - Scheibbs	0	3854	3812	42	1648	735	399	318	65	581	26	40	0	0	0	0	0
32100	Tulln	78910	64211	63416	795	26465	10405	9227	6404	1267	8991	332	325	0	0	0	0	0
32101	Absdorf	1608	1124	1108	16	464	253	169	96	20	90	10	6	0	0	0	0	0
32104	Atzenbrugg	2360	1646	1625	21	828	234	309	97	21	117	7	12	0	0	0	0	0
32106	Fels am Wagram	1889	1329	1303	26	614	232	234	74	26	106	10	7	0	0	0	0	0
32107	Grafenwörth	2579	1757	1731	26	788	342	315	109	36	121	10	10	0	0	0	0	0
32109	Großriedenthal	768	597	587	10	331	92	73	33	4	50	2	2	0	0	0	0	0
32110	Großweikersdorf	2628	1914	1875	39	860	312	386	130	23	156	3	5	0	0	0	0	0
32112	Judenau-Baumgarten	1696	1211	1188	23	541	167	228	84	21	133	7	7	0	0	0	0	0
32114	Kirchberg am Wagram	2945	2174	2140	34	1034	327	344	168	35	211	8	13	0	0	0	0	0
32115	Königsbrunn am Wagram	1050	782	767	15	364	159	118	54	13	48	5	6	0	0	0	0	0
32116	Königstetten	1870	1382	1366	16	563	250	194	154	28	166	5	6	0	0	0	0	0
32119	Langenrohr	1790	1288	1273	15	680	149	254	82	12	87	6	3	0	0	0	0	0
32120	Michelhausen	2491	1657	1618	39	879	201	240	116	28	139	8	7	0	0	0	0	0
32131	Sieghartskirchen	5760	4135	4068	67	1735	710	778	318	74	409	16	28	0	0	0	0	0
32132	Sitzenberg-Reidling	1765	1238	1219	19	553	202	245	90	14	106	5	4	0	0	0	0	0
32134	Tulbing	2405	1707	1690	17	782	270	254	130	36	201	9	8	0	0	0	0	0
32135	Tulln an der Donau	11870	7812	7705	107	3220	1225	1175	725	180	1099	43	38	0	0	0	0	0
32139	Würmla	1135	829	814	15	421	82	149	61	9	73	7	12	0	0	0	0	0
32140	Zeiselmauer-Wolfpassing	1787	1245	1222	23	421	244	200	124	23	194	13	3	0	0	0	0	0
32141	Zwentendorf an der Donau	2971	2126	2088	38	854	562	393	99	22	128	19	11	0	0	0	0	0
32142	St. Andrä-Wördern	6036	4131	4087	44	1431	738	605	389	94	787	25	18	0	0	0	0	0
32143	Muckendorf-Wipfing	1311	927	918	9	391	158	169	67	20	104	5	4	0	0	0	0	0
32144	Klosterneuburg	20196	13708	13590	118	5084	1957	1371	1993	353	2707	72	53	0	0	0	0	0
32199	Wahlkarten - Tulln	0	9492	9434	58	3627	1539	1024	1211	175	1759	37	62	0	0	0	0	0
32200	Waidhofen an der Thaya	21927	17542	17212	330	9072	2422	3175	909	224	1249	87	74	0	0	0	0	0
32202	Dietmanns	922	593	586	7	154	202	171	21	7	24	4	3	0	0	0	0	0
32203	Dobersberg	1331	913	903	10	585	71	159	38	9	35	5	1	0	0	0	0	0
32206	Gastern	1039	766	754	12	416	113	146	26	10	34	8	1	0	0	0	0	0
32207	Groß-Siegharts	2318	1365	1331	34	539	325	299	60	8	86	6	8	0	0	0	0	0
32209	Karlstein an der Thaya	1215	877	861	16	499	104	175	35	11	32	4	1	0	0	0	0	0
32210	Kautzen	944	672	661	11	386	76	121	22	12	38	2	4	0	0	0	0	0
32212	Ludweis-Aigen	762	530	520	10	326	63	70	19	4	34	3	1	0	0	0	0	0
32214	Pfaffenschlag bei Waidhofen a.d.Thaya	780	564	556	8	305	39	130	35	6	37	2	2	0	0	0	0	0
32216	Raabs an der Thaya	2300	1557	1520	37	975	174	215	47	20	71	11	7	0	0	0	0	0
32217	Thaya	1164	799	788	11	439	65	189	41	9	38	6	1	0	0	0	0	0
32219	Vitis	2224	1556	1512	44	798	255	257	76	11	107	3	5	0	0	0	0	0
32220	Waidhofen an der Thaya	4599	2847	2790	57	1369	344	547	208	39	258	14	11	0	0	0	0	0
32221	Waidhofen an der Thaya-Land	1056	727	708	19	378	66	154	37	14	51	4	4	0	0	0	0	0
32222	Waldkirchen an der Thaya	457	342	337	5	231	31	45	10	5	12	3	0	0	0	0	0	0
32223	Windigsteig	816	575	564	11	312	78	98	22	9	40	3	2	0	0	0	0	0
32299	Wahlkarten - Waidhofen an der Thaya	0	2859	2821	38	1360	416	399	212	50	352	9	23	0	0	0	0	0
32300	Wiener Neustadt Land	60568	48331	47606	725	19944	9905	9482	3158	726	3914	242	235	0	0	0	0	0
32301	Bad Fischau-Brunn	2651	1923	1907	16	771	348	313	214	24	219	13	5	0	0	0	0	0
32302	Bad Schönau	604	425	419	6	235	38	99	20	3	20	2	2	0	0	0	0	0
32304	Ebenfurth	2130	1300	1279	21	391	433	265	68	20	85	8	9	0	0	0	0	0
32305	Eggendorf	3724	2530	2492	38	851	636	646	113	56	154	23	13	0	0	0	0	0
32306	Bad Erlach	2513	1724	1690	34	756	328	320	122	32	123	1	8	0	0	0	0	0
32307	Felixdorf	3231	2151	2125	26	654	725	413	117	31	160	17	8	0	0	0	0	0
32308	Gutenstein	1030	675	664	11	305	121	128	35	14	49	4	8	0	0	0	0	0
32309	Hochneukirchen-Gschaidt	1398	1074	1053	21	628	105	221	39	7	51	2	0	0	0	0	0	0
32310	Hochwolkersdorf	848	640	633	7	322	149	96	21	7	36	0	2	0	0	0	0	0
32311	Hohe Wand	1128	794	787	7	391	105	148	65	6	68	4	0	0	0	0	0	0
32312	Hollenthon	820	660	637	23	383	72	120	33	6	21	1	1	0	0	0	0	0
32313	Katzelsdorf	2594	1812	1791	21	754	284	302	166	32	240	8	5	0	0	0	0	0
32314	Kirchschlag in der Buckligen Welt	2329	1784	1749	35	1087	150	296	86	21	97	7	5	0	0	0	0	0
32315	Krumbach	1873	1432	1409	23	821	154	259	83	9	74	5	4	0	0	0	0	0
32316	Lanzenkirchen	3108	2192	2150	42	800	468	495	124	35	204	12	12	0	0	0	0	0
32317	Lichtenegg	870	631	606	25	401	31	80	48	4	39	1	2	0	0	0	0	0
32318	Lichtenwörth	2164	1439	1422	17	522	361	321	73	24	106	6	9	0	0	0	0	0
32319	Markt Piesting	2226	1560	1540	20	645	229	286	150	31	176	16	7	0	0	0	0	0
32320	Matzendorf-Hölles	1658	1150	1130	20	508	215	255	69	15	57	7	4	0	0	0	0	0
32321	Miesenbach	553	406	403	3	213	61	78	22	2	26	0	1	0	0	0	0	0
32322	Muggendorf	427	336	327	9	162	46	62	20	2	29	4	2	0	0	0	0	0
32323	Pernitz	1916	1299	1279	20	417	307	277	82	31	155	3	7	0	0	0	0	0
32324	Rohr im Gebirge	368	259	253	6	149	34	42	9	2	17	0	0	0	0	0	0	0
32325	Bromberg	956	713	701	12	409	81	121	40	5	39	1	5	0	0	0	0	0
32326	Schwarzenbach	773	594	581	13	249	194	102	12	4	15	1	4	0	0	0	0	0
32327	Sollenau	3876	2566	2538	28	802	727	639	137	43	167	14	9	0	0	0	0	0
32330	Theresienfeld	2452	1612	1592	20	521	433	369	105	28	118	9	9	0	0	0	0	0
32331	Waidmannsfeld	1252	885	865	20	274	302	140	64	16	56	4	9	0	0	0	0	0
32332	Waldegg	1498	1017	1004	13	397	247	179	57	13	96	10	5	0	0	0	0	0
32333	Walpersbach	916	676	660	16	309	146	105	39	10	46	3	2	0	0	0	0	0
32334	Weikersdorf am Steinfelde	866	667	660	7	338	77	143	43	6	48	4	1	0	0	0	0	0
32335	Wiesmath	1251	960	941	19	524	142	184	36	9	39	4	3	0	0	0	0	0
32336	Winzendorf-Muthmannsdorf	1509	1004	990	14	417	169	182	90	24	99	5	4	0	0	0	0	0
32337	Wöllersdorf-Steinabrückl	3420	2202	2173	29	767	428	595	155	40	165	9	14	0	0	0	0	0
32338	Zillingdorf	1636	1179	1164	15	405	297	262	80	19	86	11	4	0	0	0	0	0
32399	Wahlkarten - Wiener Neustadt Land	0	6060	5992	68	2366	1262	939	521	95	734	23	52	0	0	0	0	0
32500	Zwettl	35413	29412	28833	579	16623	3305	4852	1660	283	1928	93	89	0	0	0	0	0
32501	Allentsteig	1563	1032	1010	22	514	148	240	49	12	43	2	2	0	0	0	0	0
32502	Arbesbach	1369	1032	999	33	670	62	148	51	4	59	2	3	0	0	0	0	0
32503	Bärnkopf	304	240	236	4	74	105	41	6	3	4	3	0	0	0	0	0	0
32504	Echsenbach	1031	764	755	9	469	78	126	30	8	38	2	4	0	0	0	0	0
32505	Göpfritz an der Wild	1539	1109	1090	19	566	168	246	42	9	57	2	0	0	0	0	0	0
32506	Grafenschlag	704	527	512	15	320	48	88	28	4	22	0	2	0	0	0	0	0
32508	Groß Gerungs	3735	2743	2677	66	1685	268	437	118	23	126	12	8	0	0	0	0	0
32509	Großgöttfritz	1150	871	856	15	483	81	211	33	6	39	0	3	0	0	0	0	0
32511	Gutenbrunn	442	327	320	7	131	105	55	17	3	8	1	0	0	0	0	0	0
32514	Kirchschlag	536	406	398	8	233	47	88	14	3	11	0	2	0	0	0	0	0
32515	Kottes-Purk	1222	860	837	23	521	100	125	28	6	50	5	2	0	0	0	0	0
32516	Langschlag	1434	1051	1018	33	579	135	203	42	12	40	6	1	0	0	0	0	0
32517	Martinsberg	907	655	641	14	370	97	118	19	7	24	4	2	0	0	0	0	0
32518	Ottenschlag	843	607	594	13	338	66	119	38	3	28	0	2	0	0	0	0	0
32519	Altmelon	714	547	536	11	329	43	120	22	4	13	2	3	0	0	0	0	0
32520	Pölla	773	540	529	11	297	54	132	18	6	19	1	2	0	0	0	0	0
32521	Rappottenstein	1430	1023	996	27	579	81	169	85	7	65	5	5	0	0	0	0	0
32522	Sallingberg	1053	746	730	16	441	63	149	40	3	29	3	2	0	0	0	0	0
32523	Schönbach	667	494	482	12	322	39	80	21	0	18	2	0	0	0	0	0	0
32524	Schwarzenau	1267	935	919	16	430	223	152	47	5	57	1	4	0	0	0	0	0
32525	Schweiggers	1640	1236	1223	13	863	53	209	53	7	35	3	0	0	0	0	0	0
32528	Bad Traunstein	833	625	617	8	380	57	90	35	3	48	2	2	0	0	0	0	0
32529	Waldhausen	1005	741	731	10	431	79	123	45	9	42	1	1	0	0	0	0	0
32530	Zwettl-Niederösterreich	9252	6214	6090	124	3567	612	860	424	80	513	16	18	0	0	0	0	0
32599	Wahlkarten - Zwettl	0	4087	4037	50	2031	493	523	355	56	540	18	21	0	0	0	0	0
40000	Oberösterreich	1104436	858039	845096	12943	310611	187173	147873	61853	12451	115983	4750	4092	0	0	0	0	310
40099	Wahlkarten - Oberösterreich (ungültig nicht zuordenbar)	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4A000	Linz und Umgebung	245789	181540	179511	2029	49869	49991	27420	15369	3357	31023	1389	1000	0	0	0	0	93
4A099	Wahlkarten Linz und Umgebung	0	1110	1105	5	252	169	93	171	31	377	6	6	0	0	0	0	0
4B000	Innviertel	167189	126764	124899	1865	54648	19734	27322	7663	1465	12882	605	554	0	0	0	0	26
4B099	Wahlkarten - Innviertel	0	379	376	3	75	49	37	69	10	124	4	8	0	0	0	0	0
4C000	Hausruckviertel	273379	213202	209692	3510	77480	43537	40697	15508	3044	27377	1009	982	0	0	0	0	58
4C099	Wahlkarten - Hausruckviertel	0	662	654	8	145	68	56	102	26	247	5	5	0	0	0	0	0
4D000	Traunviertel	197070	154052	151653	2399	53475	38208	25233	10620	2351	20074	856	771	0	0	0	0	65
4D099	Wahlkarten - Traunviertel	0	608	604	4	140	75	62	88	22	199	8	10	0	0	0	0	0
4E000	Mühlviertel	221009	182480	179341	3139	75139	35703	27201	12693	2234	24627	891	785	0	0	0	0	68
4E099	Wahlkarten - Mühlviertel	0	609	600	9	136	71	57	78	24	227	4	1	0	0	0	0	2
40100	Linz Stadt	138154	97157	96200	957	24043	27416	13464	8201	2066	19356	968	622	0	0	0	0	64
40101	Linz	138154	73739	72939	800	18256	21794	11252	5561	1682	13188	738	418	0	0	0	0	50
40199	Wahlkarten - Linz Stadt	0	23418	23261	157	5787	5622	2212	2640	384	6168	230	204	0	0	0	0	14
40200	Steyr Stadt	27006	19588	19345	243	4573	6975	3300	1101	362	2770	155	100	0	0	0	0	9
40201	Steyr	27006	16521	16295	226	3774	6058	2959	835	309	2137	133	81	0	0	0	0	9
40299	Wahlkarten - Steyr Stadt	0	3067	3050	17	799	917	341	266	53	633	22	19	0	0	0	0	0
40300	Wels Stadt	39157	27272	26903	369	7339	7651	5322	2020	412	3853	171	129	0	0	0	0	6
40301	Wels	39157	22631	22289	342	5923	6614	4636	1559	360	2929	156	107	0	0	0	0	5
40399	Wahlkarten - Wels Stadt	0	4641	4614	27	1416	1037	686	461	52	924	15	22	0	0	0	0	1
40400	Braunau am Inn	76045	55816	54951	865	23970	9335	11462	3349	734	5529	289	266	0	0	0	0	17
40401	Altheim	3770	2356	2314	42	885	478	599	121	26	179	11	14	0	0	0	0	1
40402	Aspach	1998	1176	1160	16	594	140	293	43	14	69	5	2	0	0	0	0	0
40403	Auerbach	449	312	307	5	148	20	91	17	2	28	1	0	0	0	0	0	0
40404	Braunau am Inn	11603	6271	6186	85	1960	1555	1220	349	127	898	31	43	0	0	0	0	3
40405	Burgkirchen	2080	1326	1305	21	621	179	290	71	12	124	4	4	0	0	0	0	0
40406	Eggelsberg	1852	1095	1076	19	485	140	256	79	13	88	8	7	0	0	0	0	0
40407	Feldkirchen bei Mattighofen	1604	1074	1059	15	513	101	300	39	8	91	2	5	0	0	0	0	0
40408	Franking	780	440	433	7	212	40	88	29	8	50	4	2	0	0	0	0	0
40409	Geretsberg	873	550	544	6	289	51	120	39	4	35	3	3	0	0	0	0	0
40410	Gilgenberg am Weilhart	1041	658	652	6	345	56	161	42	2	42	1	3	0	0	0	0	0
40411	Haigermoos	486	327	322	5	174	36	60	14	6	30	2	0	0	0	0	0	0
40412	Handenberg	1024	691	677	14	369	62	135	38	8	54	6	5	0	0	0	0	0
40413	Helpfau-Uttendorf	2369	1411	1389	22	631	231	326	73	32	83	7	6	0	0	0	0	0
40414	Hochburg-Ach	2211	1329	1308	21	739	151	187	77	11	132	5	4	0	0	0	0	2
40415	Höhnhart	1113	645	634	11	302	109	164	16	4	37	2	0	0	0	0	0	0
40416	Jeging	511	357	344	13	180	47	80	17	3	14	2	1	0	0	0	0	0
40417	Kirchberg bei Mattighofen	932	618	607	11	338	48	136	39	9	35	1	1	0	0	0	0	0
40418	Lengau	3611	2243	2179	64	927	480	445	108	28	158	18	14	0	0	0	0	1
40419	Lochen am See	2183	1480	1452	28	725	145	331	94	17	120	10	10	0	0	0	0	0
40420	Maria Schmolln	1180	735	725	10	407	77	123	34	10	66	4	4	0	0	0	0	0
40421	Mattighofen	3753	2094	2061	33	699	544	451	116	32	201	11	5	0	0	0	0	2
40422	Mauerkirchen	1645	845	838	7	300	175	210	72	11	62	4	3	0	0	0	0	1
40423	Mining	982	616	612	4	290	96	109	35	5	74	1	2	0	0	0	0	0
40424	Moosbach	773	499	489	10	207	50	165	25	4	35	1	1	0	0	0	0	1
40425	Moosdorf	1295	823	810	13	309	205	187	30	11	61	6	1	0	0	0	0	0
40426	Munderfing	2276	1416	1382	34	594	278	295	80	17	113	0	5	0	0	0	0	0
40427	Neukirchen an der Enknach	1748	1150	1129	21	530	165	270	66	10	78	4	6	0	0	0	0	0
40428	Ostermiething	2435	1413	1382	31	752	152	232	70	22	141	6	7	0	0	0	0	0
40429	Palting	796	514	503	11	278	45	117	26	5	29	2	1	0	0	0	0	0
40430	Perwang am Grabensee	783	510	507	3	263	41	102	38	4	54	2	3	0	0	0	0	0
40431	Pfaffstätt	784	523	516	7	246	90	87	39	9	39	3	2	0	0	0	0	1
40432	Pischelsdorf am Engelbach	1276	826	814	12	408	83	215	55	8	40	1	3	0	0	0	0	1
40433	Polling im Innkreis	767	479	468	11	221	61	144	15	4	20	3	0	0	0	0	0	0
40434	Roßbach	752	487	477	10	210	75	130	30	2	24	6	0	0	0	0	0	0
40435	St. Georgen am Fillmannsbach	343	236	233	3	104	11	93	8	5	10	1	1	0	0	0	0	0
40436	St. Johann am Walde	1639	987	969	18	405	214	221	45	6	73	5	0	0	0	0	0	0
40437	St. Pantaleon	2306	1357	1337	20	577	267	252	93	21	109	7	9	0	0	0	0	2
40438	St. Peter am Hart	1811	1020	1003	17	421	194	179	58	17	127	5	2	0	0	0	0	0
40439	St. Radegund	462	327	324	3	217	13	28	21	4	37	2	2	0	0	0	0	0
40440	St. Veit im Innkreis	319	223	219	4	103	48	51	8	1	7	0	1	0	0	0	0	0
40441	Schalchen	2872	1818	1785	33	742	386	354	105	20	162	10	5	0	0	0	0	1
40442	Schwand im Innkreis	767	503	496	7	264	51	101	27	3	47	1	2	0	0	0	0	0
40443	Tarsdorf	1632	1017	1004	13	587	82	200	41	11	78	4	1	0	0	0	0	0
40444	Treubach	574	344	340	4	181	20	90	25	1	18	3	2	0	0	0	0	0
40445	Überackern	441	250	249	1	130	36	53	11	4	15	0	0	0	0	0	0	0
40446	Weng im Innkreis	1144	705	693	12	296	100	201	31	4	60	0	1	0	0	0	0	0
40499	Wahlkarten - Braunau am Inn	0	9740	9638	102	3792	1707	1520	840	149	1482	74	73	0	0	0	0	1
40500	Eferding	25869	20908	20463	445	7501	4454	4030	1494	274	2533	86	84	0	0	0	0	7
40501	Alkoven	4639	3273	3228	45	986	915	606	218	69	405	11	17	0	0	0	0	1
40502	Aschach an der Donau	1595	1018	1004	14	304	253	206	64	13	148	10	5	0	0	0	0	1
40503	Eferding	2927	1797	1775	22	605	447	323	139	24	221	8	7	0	0	0	0	1
40504	Fraham	1871	1170	1154	16	414	273	216	89	17	134	5	5	0	0	0	0	1
40505	Haibach ob der Donau	1095	743	729	14	337	163	123	41	2	61	1	1	0	0	0	0	0
40506	Hartkirchen	3384	2426	2388	38	940	426	567	164	20	256	8	7	0	0	0	0	0
40507	Hinzenbach	1620	1096	1075	21	424	236	202	70	16	120	5	2	0	0	0	0	0
40508	Prambachkirchen	2276	1473	1451	22	658	210	318	98	13	144	6	3	0	0	0	0	1
40509	Pupping	1455	981	971	10	366	191	228	52	16	111	6	1	0	0	0	0	0
40510	St. Marienkirchen an der Polsenz	1899	1288	1268	20	472	278	272	83	15	140	6	2	0	0	0	0	0
40511	Scharten	1772	1229	1210	19	375	245	292	96	19	173	4	5	0	0	0	0	1
40512	Stroheim	1336	921	902	19	495	92	186	56	7	61	1	4	0	0	0	0	0
40599	Wahlkarten - Eferding	0	3493	3308	185	1125	725	491	324	43	559	15	25	0	0	0	0	1
40600	Freistadt	53816	44628	43777	851	18623	9230	6770	2646	532	5525	245	184	0	0	0	0	22
40601	Freistadt	6134	4074	4005	69	1431	945	641	251	58	626	31	19	0	0	0	0	3
40602	Grünbach	1572	985	968	17	418	185	193	58	8	92	5	7	0	0	0	0	2
40603	Gutau	2237	1601	1584	17	719	372	238	51	20	173	4	7	0	0	0	0	0
40604	Hagenberg im Mühlkreis	2249	1455	1435	20	452	320	253	108	32	255	10	5	0	0	0	0	0
40605	Hirschbach im Mühlkreis	958	630	624	6	301	101	60	62	6	83	10	1	0	0	0	0	0
40606	Kaltenberg	499	425	421	4	304	20	65	21	0	11	0	0	0	0	0	0	0
40607	Kefermarkt	1713	1209	1180	29	492	293	194	54	8	125	9	4	0	0	0	0	1
40608	Königswiesen	2511	1730	1700	30	943	238	331	64	7	109	5	3	0	0	0	0	0
40609	Lasberg	2328	1640	1608	32	776	280	223	106	29	181	7	5	0	0	0	0	1
40610	Leopoldschlag	832	599	578	21	314	76	92	31	3	57	2	3	0	0	0	0	0
40611	Liebenau	1335	908	888	20	526	152	143	27	4	30	4	2	0	0	0	0	0
40612	Neumarkt im Mühlkreis	2581	1781	1738	43	712	361	239	113	25	258	18	12	0	0	0	0	0
40613	Pierbach	805	596	576	20	297	91	132	23	2	28	0	3	0	0	0	0	0
40614	Pregarten	4415	3012	2957	55	1107	733	522	181	33	357	12	9	0	0	0	0	3
40615	Rainbach im Mühlkreis	2349	1553	1510	43	722	300	183	92	17	175	12	8	0	0	0	0	1
40616	Sandl	1152	834	813	21	325	223	124	46	8	78	7	2	0	0	0	0	0
40617	St. Leonhard bei Freistadt	1153	816	803	13	400	188	120	25	8	51	5	6	0	0	0	0	0
40618	St. Oswald bei Freistadt	2328	1599	1558	41	679	379	285	73	23	104	4	11	0	0	0	0	0
40619	Schönau im Mühlkreis	1567	1199	1172	27	649	197	193	46	5	76	4	2	0	0	0	0	0
40620	Tragwein	2498	1803	1776	27	690	469	280	105	22	199	6	4	0	0	0	0	1
40621	Unterweißenbach	1775	1223	1197	26	670	166	241	43	4	68	3	2	0	0	0	0	0
40622	Unterweitersdorf	1757	1242	1212	30	396	367	179	84	21	152	4	9	0	0	0	0	0
40623	Waldburg	1120	762	755	7	331	136	109	55	14	101	3	5	0	0	0	0	1
40624	Wartberg ob der Aist	3516	2316	2284	32	769	563	397	138	32	356	19	9	0	0	0	0	1
40625	Weitersfelden	826	574	559	15	308	94	71	30	2	47	6	1	0	0	0	0	0
40626	Windhaag bei Freistadt	1263	863	841	22	453	159	91	49	3	82	2	1	0	0	0	0	1
40627	Bad Zell	2343	1693	1650	43	780	244	256	86	11	257	6	9	0	0	0	0	1
40699	Wahlkarten - Freistadt	0	7506	7385	121	2659	1578	915	624	127	1394	47	35	0	0	0	0	6
40700	Gmunden	78454	60820	59752	1068	20878	15144	9327	4524	1029	8165	367	288	0	0	0	0	30
40701	Altmünster	7779	4960	4848	112	1857	1080	721	446	80	627	18	18	0	0	0	0	1
40702	Bad Goisern am Hallstättersee	6157	3730	3628	102	1023	1284	584	224	66	380	42	23	0	0	0	0	2
40703	Bad Ischl	10750	6076	5959	117	2043	1547	904	468	116	800	42	37	0	0	0	0	2
40704	Ebensee am Traunsee	6260	4085	4005	80	1234	1310	694	169	95	458	31	14	0	0	0	0	0
40705	Gmunden	9732	5449	5371	78	1926	1111	789	519	106	861	31	23	0	0	0	0	5
40706	Gosau	1427	927	891	36	310	339	110	56	14	53	3	5	0	0	0	0	1
40707	Grünau im Almtal	1622	1033	1014	19	376	256	210	60	14	88	4	5	0	0	0	0	1
40708	Gschwandt	2230	1532	1511	21	604	291	258	115	18	209	8	5	0	0	0	0	3
40709	Hallstatt	579	385	380	5	85	171	32	17	8	62	3	2	0	0	0	0	0
40710	Kirchham	1724	1120	1096	24	567	139	221	53	12	96	4	4	0	0	0	0	0
40711	Laakirchen	7075	4419	4327	92	1314	1422	768	251	82	446	25	16	0	0	0	0	3
40712	Obertraun	552	378	368	10	107	173	18	15	5	41	7	2	0	0	0	0	0
40713	Ohlsdorf	4074	2623	2574	49	908	612	512	157	34	321	19	8	0	0	0	0	3
40714	Pinsdorf	3018	1867	1828	39	602	457	376	131	34	210	13	4	0	0	0	0	1
40715	Roitham am Traunfall	1581	986	974	12	379	228	218	52	9	79	4	4	0	0	0	0	1
40716	St. Konrad	896	616	609	7	288	125	110	30	6	44	2	4	0	0	0	0	0
40717	St. Wolfgang im Salzkammergut	2126	1276	1258	18	633	274	157	51	22	108	9	4	0	0	0	0	0
40718	Traunkirchen	1351	833	821	12	349	175	78	55	16	141	3	4	0	0	0	0	0
40719	Scharnstein	3774	2361	2320	41	790	575	415	174	39	303	11	13	0	0	0	0	0
