Datum;BundeslandID;Name;Testungen;TestungenPCR;TestungenAntigen
2022-02-07T09:30:00+01:00;7;Tirol;8328886;2726883;5602003
2022-02-07T09:30:00+01:00;8;Vorarlberg;6381253;1072615;5308638
2022-02-07T09:30:00+01:00;9;Wien;45606732;38283527;7323205
2022-02-07T09:30:00+01:00;10;Österreich;147226437;62761390;84465047
2022-02-08T09:30:00+01:00;1;Burgenland;4281132;1032426;3248706
2022-02-08T09:30:00+01:00;2;Kärnten;6053524;1159557;4893967
2022-02-08T09:30:00+01:00;3;Niederösterreich;27395519;7645958;19749561
2022-02-08T09:30:00+01:00;4;Oberösterreich;21440587;4586665;16853922
2022-02-08T09:30:00+01:00;5;Salzburg;9679861;2329437;7350424
2022-02-08T09:30:00+01:00;6;Steiermark;18339150;4085909;14253241
2022-02-08T09:30:00+01:00;7;Tirol;8361580;2757242;5604338
2022-02-08T09:30:00+01:00;8;Vorarlberg;6396114;1081222;5314892
2022-02-08T09:30:00+01:00;9;Wien;45904905;38577669;7327236
2022-02-08T09:30:00+01:00;10;Österreich;147852372;63256085;84596287
2022-02-09T09:30:00+01:00;1;Burgenland;4296308;1041286;3255022
2022-02-09T09:30:00+01:00;2;Kärnten;6069048;1171098;4897950
2022-02-09T09:30:00+01:00;3;Niederösterreich;27636658;7697188;19939470
2022-02-09T09:30:00+01:00;4;Oberösterreich;21534732;4630592;16904140
2022-02-09T09:30:00+01:00;5;Salzburg;9705982;2351928;7354054
2022-02-09T09:30:00+01:00;6;Steiermark;18421111;4122434;14298677
2022-02-09T09:30:00+01:00;7;Tirol;8396341;2781178;5615163
2022-02-09T09:30:00+01:00;8;Vorarlberg;6412604;1092815;5319789
2022-02-09T09:30:00+01:00;9;Wien;46137789;38807577;7330212
2022-02-09T09:30:00+01:00;10;Österreich;148610573;63696096;84914477
2022-02-10T09:30:00+01:00;1;Burgenland;4314837;1053639;3261198
2022-02-10T09:30:00+01:00;2;Kärnten;6081167;1183217;4897950
2022-02-10T09:30:00+01:00;3;Niederösterreich;27992914;7747239;20245675
2022-02-10T09:30:00+01:00;4;Oberösterreich;21584338;4664045;16920293
2022-02-10T09:30:00+01:00;5;Salzburg;9726344;2369093;7357251
2022-02-10T09:30:00+01:00;6;Steiermark;18473481;4162110;14311371
2022-02-10T09:30:00+01:00;7;Tirol;8423259;2805955;5617304
2022-02-10T09:30:00+01:00;8;Vorarlberg;6428631;1104117;5324514
2022-02-10T09:30:00+01:00;9;Wien;46414303;39081007;7333296
2022-02-10T09:30:00+01:00;10;Österreich;149439274;64170422;85268852
2022-02-11T09:30:00+01:00;1;Burgenland;4332440;1065278;3267162
2022-02-11T09:30:00+01:00;2;Kärnten;6088079;1187566;4900513
2022-02-11T09:30:00+01:00;3;Niederösterreich;28028714;7773667;20255047
2022-02-11T09:30:00+01:00;4;Oberösterreich;21641085;4705800;16935285
2022-02-11T09:30:00+01:00;5;Salzburg;9746241;2385906;7360335
2022-02-11T09:30:00+01:00;6;Steiermark;18523089;4201071;14322018
2022-02-11T09:30:00+01:00;7;Tirol;8447457;2828257;5619200
2022-02-11T09:30:00+01:00;8;Vorarlberg;6443443;1114174;5329269
2022-02-11T09:30:00+01:00;9;Wien;46618103;39281905;7336198
2022-02-11T09:30:00+01:00;10;Österreich;149868651;64543624;85325027
2022-02-12T09:30:00+01:00;1;Burgenland;4360787;1075890;3284897
2022-02-12T09:30:00+01:00;2;Kärnten;6105871;1199898;4905973
2022-02-12T09:30:00+01:00;3;Niederösterreich;28334496;7978361;20356135
2022-02-12T09:30:00+01:00;4;Oberösterreich;21682930;4734581;16948349
2022-02-12T09:30:00+01:00;5;Salzburg;9762908;2399482;7363426
2022-02-12T09:30:00+01:00;6;Steiermark;18568099;4234401;14333698
2022-02-12T09:30:00+01:00;7;Tirol;8471990;2851239;5620751
2022-02-12T09:30:00+01:00;8;Vorarlberg;6456546;1123261;5333285
2022-02-12T09:30:00+01:00;9;Wien;46806825;39467846;7338979
2022-02-12T09:30:00+01:00;10;Österreich;150550452;65064959;85485493
2022-02-13T09:30:00+01:00;1;Burgenland;4371256;1086050;3285206
2022-02-13T09:30:00+01:00;2;Kärnten;6111340;1205367;4905973
2022-02-13T09:30:00+01:00;3;Niederösterreich;28372956;8012694;20360262
2022-02-13T09:30:00+01:00;4;Oberösterreich;21742383;4783729;16958654
2022-02-13T09:30:00+01:00;5;Salzburg;9780502;2414578;7365924
2022-02-13T09:30:00+01:00;6;Steiermark;18606504;4263306;14343198
2022-02-13T09:30:00+01:00;7;Tirol;8493817;2871554;5622263
2022-02-13T09:30:00+01:00;8;Vorarlberg;6467281;1131683;5335598
2022-02-13T09:30:00+01:00;9;Wien;46973605;39631773;7341832
2022-02-13T09:30:00+01:00;10;Österreich;150919644;65400734;85518910
2022-02-14T09:30:00+01:00;1;Burgenland;4383728;1093737;3289991
2022-02-14T09:30:00+01:00;2;Kärnten;6117399;1211426;4905973
2022-02-14T09:30:00+01:00;3;Niederösterreich;28415840;8050250;20365590
2022-02-14T09:30:00+01:00;4;Oberösterreich;21792488;4820246;16972242
2022-02-14T09:30:00+01:00;5;Salzburg;9792631;2425764;7366867
2022-02-14T09:30:00+01:00;6;Steiermark;18643448;4293236;14350212
2022-02-14T09:30:00+01:00;7;Tirol;8510625;2885669;5624956
2022-02-14T09:30:00+01:00;8;Vorarlberg;6478553;1140369;5338184
2022-02-14T09:30:00+01:00;9;Wien;47036495;39690555;7345940
2022-02-14T09:30:00+01:00;10;Österreich;151171207;65611252;85559955
2022-02-15T09:30:00+01:00;1;Burgenland;4392458;1101719;3290739
2022-02-15T09:30:00+01:00;2;Kärnten;6126968;1214139;4912829
2022-02-15T09:30:00+01:00;3;Niederösterreich;28509940;8101870;20408070
2022-02-15T09:30:00+01:00;4;Oberösterreich;21884307;4854232;17030075
2022-02-15T09:30:00+01:00;5;Salzburg;9816053;2436899;7379154
2022-02-15T09:30:00+01:00;6;Steiermark;18683620;4318686;14364934
2022-02-15T09:30:00+01:00;7;Tirol;8538525;2911444;5627081
2022-02-15T09:30:00+01:00;8;Vorarlberg;6490949;1147619;5343330
2022-02-15T09:30:00+01:00;9;Wien;47438236;40089704;7348532
2022-02-15T09:30:00+01:00;10;Österreich;151881056;66176312;85704744
2022-02-16T09:30:00+01:00;1;Burgenland;4411788;1109947;3301841
2022-02-16T09:30:00+01:00;2;Kärnten;6140791;1226204;4914587
2022-02-16T09:30:00+01:00;3;Niederösterreich;28803482;8288740;20514742
2022-02-16T09:30:00+01:00;4;Oberösterreich;21946608;4893025;17053583
2022-02-16T09:30:00+01:00;5;Salzburg;9835024;2452543;7382481
2022-02-16T09:30:00+01:00;6;Steiermark;18769513;4361341;14408172
2022-02-16T09:30:00+01:00;7;Tirol;8568222;2931235;5636987
2022-02-16T09:30:00+01:00;8;Vorarlberg;6502109;1154716;5347393
2022-02-16T09:30:00+01:00;9;Wien;47845622;40495550;7350072
2022-02-16T09:30:00+01:00;10;Österreich;152823159;66913301;85909858
2022-02-17T09:30:00+01:00;1;Burgenland;4425694;1119151;3306543
2022-02-17T09:30:00+01:00;2;Kärnten;6147610;1228435;4919175
2022-02-17T09:30:00+01:00;3;Niederösterreich;29058471;8340482;20717989
2022-02-17T09:30:00+01:00;4;Oberösterreich;22022761;4926275;17096486
2022-02-17T09:30:00+01:00;5;Salzburg;9853473;2467919;7385554
2022-02-17T09:30:00+01:00;6;Steiermark;18809929;4391136;14418793
2022-02-17T09:30:00+01:00;7;Tirol;8590704;2951977;5638727
2022-02-17T09:30:00+01:00;8;Vorarlberg;6516524;1164888;5351636
2022-02-17T09:30:00+01:00;9;Wien;48144858;40792588;7352270
2022-02-17T09:30:00+01:00;10;Österreich;153570024;67382851;86187173
2022-02-18T09:30:00+01:00;1;Burgenland;4440126;1128168;3311958
2022-02-18T09:30:00+01:00;2;Kärnten;6154764;1235589;4919175
2022-02-18T09:30:00+01:00;3;Niederösterreich;29097240;8370864;20726376
2022-02-18T09:30:00+01:00;4;Oberösterreich;22074982;4964928;17110054
2022-02-18T09:30:00+01:00;5;Salzburg;9869694;2481333;7388361
2022-02-18T09:30:00+01:00;6;Steiermark;18846722;4416984;14429738
2022-02-18T09:30:00+01:00;7;Tirol;8611340;2970733;5640607
2022-02-18T09:30:00+01:00;8;Vorarlberg;6530689;1174328;5356361
2022-02-18T09:30:00+01:00;9;Wien;48436267;41082250;7354017
2022-02-18T09:30:00+01:00;10;Österreich;154061824;67825177;86236647
2022-02-19T09:30:00+01:00;1;Burgenland;4451110;1134979;3316131
2022-02-19T09:30:00+01:00;2;Kärnten;6170548;1245280;4925268
2022-02-19T09:30:00+01:00;3;Niederösterreich;29441149;8705345;20735804
2022-02-19T09:30:00+01:00;4;Oberösterreich;22121255;4997945;17123310
2022-02-19T09:30:00+01:00;5;Salzburg;9885774;2494318;7391456
2022-02-19T09:30:00+01:00;6;Steiermark;18890760;4449992;14440768
2022-02-19T09:30:00+01:00;7;Tirol;8633049;2990919;5642130
2022-02-19T09:30:00+01:00;8;Vorarlberg;6542080;1182013;5360067
2022-02-19T09:30:00+01:00;9;Wien;48637415;41281683;7355732
2022-02-19T09:30:00+01:00;10;Österreich;154773140;68482474;86290666
2022-02-20T09:30:00+01:00;1;Burgenland;4465389;1146813;3318576
2022-02-20T09:30:00+01:00;2;Kärnten;6174146;1248878;4925268
2022-02-20T09:30:00+01:00;3;Niederösterreich;29479278;8739047;20740231
2022-02-20T09:30:00+01:00;4;Oberösterreich;22172066;5031828;17140238
2022-02-20T09:30:00+01:00;5;Salzburg;9902331;2506846;7395485
2022-02-20T09:30:00+01:00;6;Steiermark;18930185;4477423;14452762
2022-02-20T09:30:00+01:00;7;Tirol;8653804;3009695;5644109
2022-02-20T09:30:00+01:00;8;Vorarlberg;6552488;1188819;5363669
2022-02-20T09:30:00+01:00;9;Wien;48811516;41454064;7357452
2022-02-20T09:30:00+01:00;10;Österreich;155141203;68803413;86337790
2022-02-21T09:30:00+01:00;1;Burgenland;4478643;1156966;3321677
2022-02-21T09:30:00+01:00;2;Kärnten;6179765;1254497;4925268
2022-02-21T09:30:00+01:00;3;Niederösterreich;29519143;8774605;20744538
2022-02-21T09:30:00+01:00;4;Oberösterreich;22219606;5061525;17158081
2022-02-21T09:30:00+01:00;5;Salzburg;9914364;2516960;7397404
2022-02-21T09:30:00+01:00;6;Steiermark;18957944;4499008;14458936
2022-02-21T09:30:00+01:00;7;Tirol;8669354;3022529;5646825
2022-02-21T09:30:00+01:00;8;Vorarlberg;6563320;1196192;5367128
2022-02-21T09:30:00+01:00;9;Wien;48862022;41502098;7359924
2022-02-21T09:30:00+01:00;10;Österreich;155364161;68984380;86379781
2022-02-22T09:30:00+01:00;1;Burgenland;4493322;1163405;3329917
2022-02-22T09:30:00+01:00;2;Kärnten;6189837;1257353;4932484
2022-02-22T09:30:00+01:00;3;Niederösterreich;29568773;8811785;20756988
2022-02-22T09:30:00+01:00;4;Oberösterreich;22277309;5095123;17182186
2022-02-22T09:30:00+01:00;5;Salzburg;9934841;2527134;7407707
2022-02-22T09:30:00+01:00;6;Steiermark;18995438;4517922;14477516
2022-02-22T09:30:00+01:00;7;Tirol;8703762;3046172;5657590
2022-02-22T09:30:00+01:00;8;Vorarlberg;6575575;1202878;5372697
2022-02-22T09:30:00+01:00;9;Wien;49164993;41800447;7364546
2022-02-22T09:30:00+01:00;10;Österreich;155903850;69422219;86481631
2022-02-23T09:30:00+01:00;1;Burgenland;4505513;1169700;3335813
2022-02-23T09:30:00+01:00;2;Kärnten;6201476;1266026;4935450
2022-02-23T09:30:00+01:00;3;Niederösterreich;29624669;8848302;20776367
2022-02-23T09:30:00+01:00;4;Oberösterreich;22328154;5123594;17204560
2022-02-23T09:30:00+01:00;5;Salzburg;9955322;2544148;7411174
2022-02-23T09:30:00+01:00;6;Steiermark;19082164;4558058;14524106
2022-02-23T09:30:00+01:00;7;Tirol;8722709;3063401;5659308
2022-02-23T09:30:00+01:00;8;Vorarlberg;6587642;1210365;5377277
2022-02-23T09:30:00+01:00;9;Wien;49461150;42092710;7368440
2022-02-23T09:30:00+01:00;10;Österreich;156468799;69876304;86592495
2022-02-24T09:30:00+01:00;1;Burgenland;4524044;1182390;3341654
2022-02-24T09:30:00+01:00;2;Kärnten;6210362;1272745;4937617
2022-02-24T09:30:00+01:00;3;Niederösterreich;30033749;8893291;21140458
2022-02-24T09:30:00+01:00;4;Oberösterreich;22411222;5158539;17252683
2022-02-24T09:30:00+01:00;5;Salzburg;9972851;2558224;7414627
2022-02-24T09:30:00+01:00;6;Steiermark;19121170;4584150;14537020
2022-02-24T09:30:00+01:00;7;Tirol;8738459;3077363;5661096
2022-02-24T09:30:00+01:00;8;Vorarlberg;6599847;1217786;5382061
2022-02-24T09:30:00+01:00;9;Wien;49743194;42370752;7372442
2022-02-24T09:30:00+01:00;10;Österreich;157354898;70315240;87039658
2022-02-25T09:30:00+01:00;1;Burgenland;4538683;1191454;3347229
2022-02-25T09:30:00+01:00;2;Kärnten;6215373;1277756;4937617
2022-02-25T09:30:00+01:00;3;Niederösterreich;30154990;8921663;21233327
2022-02-25T09:30:00+01:00;4;Oberösterreich;22462965;5192423;17270542
2022-02-25T09:30:00+01:00;5;Salzburg;9988376;2570247;7418129
2022-02-25T09:30:00+01:00;6;Steiermark;19156542;4607591;14548951
2022-02-25T09:30:00+01:00;7;Tirol;8761383;3098472;5662911
2022-02-25T09:30:00+01:00;8;Vorarlberg;6610872;1224362;5386510
2022-02-25T09:30:00+01:00;9;Wien;49992345;42616019;7376326
2022-02-25T09:30:00+01:00;10;Österreich;157881529;70699987;87181542
2022-02-26T09:30:00+01:00;1;Burgenland;4566674;1202570;3364104
2022-02-26T09:30:00+01:00;2;Kärnten;6223205;1285588;4937617
2022-02-26T09:30:00+01:00;3;Niederösterreich;30478452;9235845;21242607
2022-02-26T09:30:00+01:00;4;Oberösterreich;22503719;5215713;17288006
2022-02-26T09:30:00+01:00;5;Salzburg;10003954;2582155;7421799
2022-02-26T09:30:00+01:00;6;Steiermark;19199244;4637289;14561955
2022-02-26T09:30:00+01:00;7;Tirol;8781334;3116756;5664578
2022-02-26T09:30:00+01:00;8;Vorarlberg;6621649;1230877;5390772
2022-02-26T09:30:00+01:00;9;Wien;50220579;42840549;7380030
2022-02-26T09:30:00+01:00;10;Österreich;158598810;71347342;87251468
2022-02-27T09:30:00+01:00;1;Burgenland;4579061;1212867;3366194
2022-02-27T09:30:00+01:00;2;Kärnten;6233316;1290645;4942671
2022-02-27T09:30:00+01:00;3;Niederösterreich;30516723;9269908;21246815
2022-02-27T09:30:00+01:00;4;Oberösterreich;22549788;5245770;17304018
2022-02-27T09:30:00+01:00;5;Salzburg;10018323;2593090;7425233
2022-02-27T09:30:00+01:00;6;Steiermark;19233401;4659086;14574315
2022-02-27T09:30:00+01:00;7;Tirol;8800447;3133990;5666457
2022-02-27T09:30:00+01:00;8;Vorarlberg;6631505;1237349;5394156
2022-02-27T09:30:00+01:00;9;Wien;50379094;42995290;7383804
2022-02-27T09:30:00+01:00;10;Österreich;158941658;71637995;87303663
2022-02-28T09:30:00+01:00;1;Burgenland;4589308;1220520;3368788
2022-02-28T09:30:00+01:00;2;Kärnten;6235639;1292968;4942671
2022-02-28T09:30:00+01:00;3;Niederösterreich;30552381;9301809;21250572
2022-02-28T09:30:00+01:00;4;Oberösterreich;22600374;5277990;17322384
2022-02-28T09:30:00+01:00;5;Salzburg;10030012;2602769;7427243
2022-02-28T09:30:00+01:00;6;Steiermark;19260366;4676034;14584332
2022-02-28T09:30:00+01:00;7;Tirol;8814459;3145460;5668999
2022-02-28T09:30:00+01:00;8;Vorarlberg;6641146;1243571;5397575
2022-02-28T09:30:00+01:00;9;Wien;50427856;43039544;7388312
2022-02-28T09:30:00+01:00;10;Österreich;159151541;71800665;87350876
2022-03-01T09:30:00+01:00;1;Burgenland;4600528;1226109;3374419
2022-03-01T09:30:00+01:00;2;Kärnten;6238720;1296008;4942712
2022-03-01T09:30:00+01:00;3;Niederösterreich;30607107;9346023;21261084
2022-03-01T09:30:00+01:00;4;Oberösterreich;22656619;5310834;17345785
2022-03-01T09:30:00+01:00;5;Salzburg;10052104;2614763;7437341
2022-03-01T09:30:00+01:00;6;Steiermark;19305566;4706942;14598624
2022-03-01T09:30:00+01:00;7;Tirol;8838461;3167407;5671054
2022-03-01T09:30:00+01:00;8;Vorarlberg;6652575;1249722;5402853
2022-03-01T09:30:00+01:00;9;Wien;50704949;43313990;7390959
2022-03-01T09:30:00+01:00;10;Österreich;159656629;72231798;87424831
2022-03-02T09:30:00+01:00;1;Burgenland;4611592;1232813;3378779
2022-03-02T09:30:00+01:00;2;Kärnten;6245590;1302878;4942712
2022-03-02T09:30:00+01:00;3;Niederösterreich;30961004;9492058;21468946
2022-03-02T09:30:00+01:00;4;Oberösterreich;22697776;5333083;17364693
2022-03-02T09:30:00+01:00;5;Salzburg;10070098;2629076;7441022
2022-03-02T09:30:00+01:00;6;Steiermark;19345418;4735325;14610093
2022-03-02T09:30:00+01:00;7;Tirol;8864497;3184382;5680115
2022-03-02T09:30:00+01:00;8;Vorarlberg;6664855;1257520;5407335
2022-03-02T09:30:00+01:00;9;Wien;51042999;43650051;7392948
2022-03-02T09:30:00+01:00;10;Österreich;160503829;72817186;87686643
2022-03-03T09:30:00+01:00;1;Burgenland;4626761;1244164;3382597
2022-03-03T09:30:00+01:00;2;Kärnten;6264602;1310323;4954279
2022-03-03T09:30:00+01:00;3;Niederösterreich;31303849;9529795;21774054
2022-03-03T09:30:00+01:00;4;Oberösterreich;22767886;5360840;17407046
2022-03-03T09:30:00+01:00;5;Salzburg;10085786;2641455;7444331
2022-03-03T09:30:00+01:00;6;Steiermark;19409586;4758962;14650624
2022-03-03T09:30:00+01:00;7;Tirol;8885261;3203357;5681904
2022-03-03T09:30:00+01:00;8;Vorarlberg;6676232;1264653;5411579
2022-03-03T09:30:00+01:00;9;Wien;51285162;43890184;7394978
2022-03-03T09:30:00+01:00;10;Österreich;161305125;73203733;88101392
2022-03-04T09:30:00+01:00;1;Burgenland;4639604;1253166;3386438
2022-03-04T09:30:00+01:00;2;Kärnten;6277919;1314010;4963909
2022-03-04T09:30:00+01:00;3;Niederösterreich;31336870;9555790;21781080
2022-03-04T09:30:00+01:00;4;Oberösterreich;22815447;5393001;17422446
2022-03-04T09:30:00+01:00;5;Salzburg;10102022;2654185;7447837
2022-03-04T09:30:00+01:00;6;Steiermark;19444275;4782702;14661573
2022-03-04T09:30:00+01:00;7;Tirol;8903384;3219728;5683656
2022-03-04T09:30:00+01:00;8;Vorarlberg;6686897;1270996;5415901
2022-03-04T09:30:00+01:00;9;Wien;51315931;43919550;7396381
2022-03-04T09:30:00+01:00;10;Österreich;161522349;73363128;88159221
2022-03-05T09:30:00+01:00;1;Burgenland;4654466;1262876;3391590
2022-03-05T09:30:00+01:00;2;Kärnten;6285287;1320569;4964718
2022-03-05T09:30:00+01:00;3;Niederösterreich;31639551;9850672;21788879
2022-03-05T09:30:00+01:00;4;Oberösterreich;22856087;5418431;17437656
2022-03-05T09:30:00+01:00;5;Salzburg;10116557;2665150;7451407
2022-03-05T09:30:00+01:00;6;Steiermark;19477458;4804235;14673223
2022-03-05T09:30:00+01:00;7;Tirol;8921682;3236583;5685099
2022-03-05T09:30:00+01:00;8;Vorarlberg;6697538;1277627;5419911
2022-03-05T09:30:00+01:00;9;Wien;51699358;44300051;7399307
2022-03-05T09:30:00+01:00;10;Österreich;162347984;74136194;88211790
2022-03-06T09:30:00+01:00;1;Burgenland;4668546;1272513;3396033
2022-03-06T09:30:00+01:00;2;Kärnten;6289437;1324719;4964718
2022-03-06T09:30:00+01:00;3;Niederösterreich;31674025;9879696;21794329
2022-03-06T09:30:00+01:00;4;Oberösterreich;22887087;5441771;17445316
2022-03-06T09:30:00+01:00;5;Salzburg;10128343;2675115;7453228
2022-03-06T09:30:00+01:00;6;Steiermark;19509297;4828842;14680455
2022-03-06T09:30:00+01:00;7;Tirol;8937273;3251090;5686183
2022-03-06T09:30:00+01:00;8;Vorarlberg;6705125;1283498;5421627
2022-03-06T09:30:00+01:00;9;Wien;51856896;44455269;7401627
2022-03-06T09:30:00+01:00;10;Österreich;162656029;74412513;88243516
2022-03-07T09:30:00+01:00;1;Burgenland;4679338;1281003;3398335
2022-03-07T09:30:00+01:00;2;Kärnten;6292674;1327595;4965079
2022-03-07T09:30:00+01:00;3;Niederösterreich;31712357;9912895;21799462
2022-03-07T09:30:00+01:00;4;Oberösterreich;22918100;5463659;17454441
2022-03-07T09:30:00+01:00;5;Salzburg;10137803;2684007;7453796
2022-03-07T09:30:00+01:00;6;Steiermark;19532189;4846444;14685745
2022-03-07T09:30:00+01:00;7;Tirol;8948601;3260675;5687926
2022-03-07T09:30:00+01:00;8;Vorarlberg;6713396;1289983;5423413
2022-03-07T09:30:00+01:00;9;Wien;51902717;44498279;7404438
2022-03-07T09:30:00+01:00;10;Österreich;162837175;74564540;88272635
2022-03-08T09:30:00+01:00;1;Burgenland;4695828;1286908;3408920
2022-03-08T09:30:00+01:00;2;Kärnten;6304144;1331356;4972788
2022-03-08T09:30:00+01:00;3;Niederösterreich;31781251;9946393;21834858
2022-03-08T09:30:00+01:00;4;Oberösterreich;22964919;5496147;17468772
2022-03-08T09:30:00+01:00;5;Salzburg;10154622;2693495;7461127
2022-03-08T09:30:00+01:00;6;Steiermark;19562982;4868797;14694185
2022-03-08T09:30:00+01:00;7;Tirol;8972263;3282901;5689362
2022-03-08T09:30:00+01:00;8;Vorarlberg;6723977;1297097;5426880
2022-03-08T09:30:00+01:00;9;Wien;52304630;44897229;7407401
2022-03-08T09:30:00+01:00;10;Österreich;163464616;75100323;88364293
2022-03-09T09:30:00+01:00;1;Burgenland;4706724;1294595;3412129
2022-03-09T09:30:00+01:00;2;Kärnten;6311359;1337718;4973641
2022-03-09T09:30:00+01:00;3;Niederösterreich;31885412;9973833;21911579
2022-03-09T09:30:00+01:00;4;Oberösterreich;23002676;5521866;17480810
2022-03-09T09:30:00+01:00;5;Salzburg;10167924;2704964;7462960
2022-03-09T09:30:00+01:00;6;Steiermark;19629565;4898209;14731356
2022-03-09T09:30:00+01:00;7;Tirol;8989988;3299393;5690595
2022-03-09T09:30:00+01:00;8;Vorarlberg;6734870;1304749;5430121
2022-03-09T09:30:00+01:00;9;Wien;52645283;45235318;7409965
2022-03-09T09:30:00+01:00;10;Österreich;164073801;75570645;88503156
2022-03-10T09:30:00+01:00;1;Burgenland;4720958;1305786;3415172
2022-03-10T09:30:00+01:00;2;Kärnten;6321600;1343527;4978073
2022-03-10T09:30:00+01:00;3;Niederösterreich;32207075;10011120;22195955
2022-03-10T09:30:00+01:00;4;Oberösterreich;23056771;5542917;17513854
2022-03-10T09:30:00+01:00;5;Salzburg;10180681;2715811;7464870
2022-03-10T09:30:00+01:00;6;Steiermark;19662740;4922632;14740108
2022-03-10T09:30:00+01:00;7;Tirol;9009009;3317149;5691860
2022-03-10T09:30:00+01:00;8;Vorarlberg;6743669;1310729;5432940
2022-03-10T09:30:00+01:00;9;Wien;52974412;45562270;7412142
2022-03-10T09:30:00+01:00;10;Österreich;164876915;76031941;88844974
2022-03-11T09:30:00+01:00;1;Burgenland;4732903;1314580;3418323
2022-03-11T09:30:00+01:00;2;Kärnten;6326357;1348284;4978073
2022-03-11T09:30:00+01:00;3;Niederösterreich;32238864;10035465;22203399
2022-03-11T09:30:00+01:00;4;Oberösterreich;23090450;5568741;17521709
2022-03-11T09:30:00+01:00;5;Salzburg;10195415;2728915;7466500
2022-03-11T09:30:00+01:00;6;Steiermark;19697947;4948451;14749496
2022-03-11T09:30:00+01:00;7;Tirol;9025508;3332543;5692965
2022-03-11T09:30:00+01:00;8;Vorarlberg;6755308;1319756;5435552
2022-03-11T09:30:00+01:00;9;Wien;53284695;45870289;7414406
2022-03-11T09:30:00+01:00;10;Österreich;165347447;76467024;88880423
2022-03-12T09:30:00+01:00;1;Burgenland;4760814;1326037;3434777
2022-03-12T09:30:00+01:00;2;Kärnten;6331997;1353924;4978073
2022-03-12T09:30:00+01:00;3;Niederösterreich;32514929;10302915;22212014
2022-03-12T09:30:00+01:00;4;Oberösterreich;23125285;5596212;17529073
2022-03-12T09:30:00+01:00;5;Salzburg;10207263;2739026;7468237
2022-03-12T09:30:00+01:00;6;Steiermark;19730085;4971389;14758696
2022-03-12T09:30:00+01:00;7;Tirol;9043292;3349273;5694019
2022-03-12T09:30:00+01:00;8;Vorarlberg;6765351;1327342;5438009
2022-03-12T09:30:00+01:00;9;Wien;53532619;46116418;7416201
2022-03-12T09:30:00+01:00;10;Österreich;166011635;77082536;88929099
2022-03-13T09:30:00+01:00;1;Burgenland;4769933;1333938;3435995
2022-03-13T09:30:00+01:00;2;Kärnten;6335180;1357107;4978073
2022-03-13T09:30:00+01:00;3;Niederösterreich;32552933;10337866;22215067
2022-03-13T09:30:00+01:00;4;Oberösterreich;23152452;5617758;17534694
2022-03-13T09:30:00+01:00;5;Salzburg;10218955;2749305;7469650
2022-03-13T09:30:00+01:00;6;Steiermark;19756262;4990498;14765764
2022-03-13T09:30:00+01:00;7;Tirol;9059300;3364213;5695087
2022-03-13T09:30:00+01:00;8;Vorarlberg;6773498;1333958;5439540
2022-03-13T09:30:00+01:00;9;Wien;53759794;46341932;7417862
2022-03-13T09:30:00+01:00;10;Österreich;166378307;77426575;88951732
2022-03-14T09:30:00+01:00;1;Burgenland;4780115;1342037;3438078
2022-03-14T09:30:00+01:00;2;Kärnten;6342402;1360107;4982295
2022-03-14T09:30:00+01:00;3;Niederösterreich;32582449;10364824;22217625
2022-03-14T09:30:00+01:00;4;Oberösterreich;23185145;5642320;17542825
2022-03-14T09:30:00+01:00;5;Salzburg;10226785;2756671;7470114
2022-03-14T09:30:00+01:00;6;Steiermark;19782498;5011481;14771017
2022-03-14T09:30:00+01:00;7;Tirol;9071965;3375196;5696769
2022-03-14T09:30:00+01:00;8;Vorarlberg;6782493;1341234;5441259
2022-03-14T09:30:00+01:00;9;Wien;53969738;46549455;7420283
2022-03-14T09:30:00+01:00;10;Österreich;166723590;77743325;88980265
2022-03-15T09:30:00+01:00;1;Burgenland;4793429;1351587;3441842
2022-03-15T09:30:00+01:00;2;Kärnten;6356459;1363512;4992947
2022-03-15T09:30:00+01:00;3;Niederösterreich;32643128;10396538;22246590
2022-03-15T09:30:00+01:00;4;Oberösterreich;23219191;5665765;17553426
2022-03-15T09:30:00+01:00;5;Salzburg;10262711;2764612;7498099
2022-03-15T09:30:00+01:00;6;Steiermark;19812777;5030960;14781817
2022-03-15T09:30:00+01:00;7;Tirol;9106530;3395001;5711529
2022-03-15T09:30:00+01:00;8;Vorarlberg;6793974;1349634;5444340
2022-03-15T09:30:00+01:00;9;Wien;54280070;46857246;7422824
2022-03-15T09:30:00+01:00;10;Österreich;167268269;78174855;89093414
2022-03-16T09:30:00+01:00;1;Burgenland;4801960;1357168;3444792
2022-03-16T09:30:00+01:00;2;Kärnten;6362424;1369264;4993160
2022-03-16T09:30:00+01:00;3;Niederösterreich;33210108;10682947;22527161
2022-03-16T09:30:00+01:00;4;Oberösterreich;23252699;5689704;17562995
2022-03-16T09:30:00+01:00;5;Salzburg;10279156;2779312;7499844
2022-03-16T09:30:00+01:00;6;Steiermark;19868149;5052260;14815889
2022-03-16T09:30:00+01:00;7;Tirol;9124558;3411971;5712587
2022-03-16T09:30:00+01:00;8;Vorarlberg;6806748;1359862;5446886
2022-03-16T09:30:00+01:00;9;Wien;54619617;47194768;7424849
2022-03-16T09:30:00+01:00;10;Österreich;168325419;78897256;89428163
2022-03-17T09:30:00+01:00;1;Burgenland;4815693;1367788;3447905
